Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,Eu01000,[X]Vascular dementia of acute onset,res69: dementia,diagnostic
Read,Eu01100,[X]Multi-infarct dementia,res69: dementia,diagnostic
Read,Eu01.11,[X]Arteriosclerotic dementia,res69: dementia,diagnostic
Read,Eu01111,[X]Predominantly cortical dementia,res69: dementia,diagnostic
Read,Eu01200,[X]Subcortical vascular dementia,res69: dementia,diagnostic
Read,Eu01300,[X]Mixed cortical and subcortical vascular dementia,res69: dementia,diagnostic
Read,Eu01z00,[X]Vascular dementia; unspecified,res69: dementia,diagnostic
Read,Eu02.00,[X]Dementia in other diseases classified elsewhere,res69: dementia,diagnostic
Read,Eu02000,[X]Dementia in Pick's disease,res69: dementia,diagnostic
Read,Eu02100,[X]Dementia in Creutzfeldt-Jakob disease,res69: dementia,diagnostic
Read,Eu02200,[X]Dementia in Huntington's disease,res69: dementia,diagnostic
Read,Eu02300,[X]Dementia in Parkinson's disease,res69: dementia,diagnostic
Read,Eu02400,[X]Dementia in human immunodef virus [HIV] disease,res69: dementia,diagnostic
Read,Eu02500,[X]Lewy body dementia,res69: dementia,diagnostic
Read,Eu02z00,[X] Unspecified dementia,res69: dementia,diagnostic
Read,Eu02z11,[X] Presenile dementia NOS,res69: dementia,diagnostic
Read,Eu02z12,[X] Presenile psychosis NOS,res69: dementia,diagnostic
Read,Eu02z13,[X] Primary degenerative dementia NOS,res69: dementia,diagnostic
Read,Eu02z14,[X] Senile dementia NOS,res69: dementia,diagnostic
Read,Eu02z15,[X] Senile psychosis NOS,res69: dementia,diagnostic
Read,Eu02z16,[X] Senile dementia; depressed or paranoid type,res69: dementia,diagnostic
Read,E00..00,Senile and presenile organic psychotic conditions,res69: dementia,diagnostic
Read,Eu00000,[X]Dementia in Alzheimer's disease with early onset,res69: dementia,diagnostic
Read,Eu02y00,[X]Dementia in other specified diseases classif elsewhere,res69: dementia,diagnostic
Read,Eu04100,[X]Delirium superimposed on dementia,res69: dementia,diagnostic
Read,Eu05700,[X]Mild cognitive disorder,res69: dementia,diagnostic
Read,F110.00,Alzheimer's disease,res69: dementia,diagnostic
Read,F110000,Alzheimer's disease with early onset,res69: dementia,diagnostic
Read,F110100,Alzheimer's disease with late onset,res69: dementia,diagnostic
Read,F111.00,Pick's disease,res69: dementia,diagnostic
Read,F1110A,,res69: dementia,diagnostic
Read,F112.00,Senile degeneration of brain,res69: dementia,diagnostic
Read,F116.00,Lewy body disease,res69: dementia,diagnostic
Read,F118.00,,res69: dementia,diagnostic
Read,F11x.00,Cerebral degeneration in other disease EC,res69: dementia,diagnostic
Read,F11x000,Cerebral degeneration due to alcoholism,res69: dementia,diagnostic
Read,F11x011,Alcoholic encephalopathy,res69: dementia,diagnostic
Read,F11x200,Cerebral degeneration due to cerebrovascular disease,res69: dementia,diagnostic
Read,F11x400,Cerebral degeneration due to neoplastic disease,res69: dementia,diagnostic
Read,F11x500,Cerebral degeneration due to myxoedema,res69: dementia,diagnostic
Read,F11x600,Cerebral degeneration due to vitamin B12 deficiency,res69: dementia,diagnostic
Read,F11x700,Cerebral degeneration due to Jakob - Creutzfeldt disease,res69: dementia,diagnostic
Read,F11x800,Cerebral degeneration due to multifocal leucoencephalopathy,res69: dementia,diagnostic
Read,F11x900,Cerebral degeneration in Parkinson's disease,res69: dementia,diagnostic
Read,F11xz00,Cerebral degeneration other disease NOS,res69: dementia,diagnostic
Read,F11y.00,Other cerebral degeneration,res69: dementia,diagnostic
Read,F11y000,Reye's syndrome,res69: dementia,diagnostic
Read,F11y100,Cerebral ataxia,res69: dementia,diagnostic
Read,F11yz00,Other cerebral degeneration NOS,res69: dementia,diagnostic
Read,F11z.00,Cerebral degeneration NOS,res69: dementia,diagnostic
Read,F11z.11,Cerebral atrophy,res69: dementia,diagnostic
Read,F134.00,Huntington's chorea,res69: dementia,diagnostic
Read,Fyu3000,[X]Other Alzheimer's disease,res69: dementia,diagnostic
Read,Eu01y00,[X]Other vascular dementia,res69: dementia,diagnostic
