Coding System (CPRD_product_code),Codes,Description,Entity type,Category
CPRD_product_code,7.27641E+14,Humaject (Humulin I) Preloaded pen 100 units/ml,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.86804E+15,"Humulin 90/10 Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.91694E+15,Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.86794E+15,"Humulin U Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.86784E+15,"Humulin L Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.86844E+15,"Humulin 50/50 Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.86814E+15,"Humulin 80/20 Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.86834E+15,"Humulin 60/40 Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.86824E+15,"Humulin 70/30 Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95314E+15,Insulatard NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.91724E+15,Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95304E+15,Actrapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.91734E+15,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95294E+15,Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95284E+15,Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95404E+15,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95344E+15,Mixtard 10 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95394E+15,Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95334E+15,Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95324E+15,Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95384E+15,Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95354E+15,Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95374E+15,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95364E+15,Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95474E+15,Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95424E+15,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.34574E+15,Insulin glulisine 100units/ml solution for injection 3ml cartridges,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95414E+15,Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95464E+15,Velosulin 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95434E+15,Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95454E+15,Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95444E+15,"Mixtard 50 Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.13704E+15,Insulin detemir 100units/ml solution for injection 3ml cartridges,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.34564E+15,Insulin glulisine 100units/ml solution for injection 10ml vials,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.13694E+15,Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,2.95484E+15,Ultratard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.33384E+15,Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.13714E+15,Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.27774E+15,Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.13724E+15,Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.60874E+15,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Compan,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.27541E+14,Humaject (Humulin M5) Preloaded pen,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.92264E+15,Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.34594E+15,Apidra 100units/ml solution for injection 3ml cartridges (Sanofi),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.91434E+15,"Apidra Optiset Pre-filled Disposable Pen 100 units/ml, 3 ml pen",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.91424E+15,Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.86934E+15,Lantus 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.21141E+14,Humulin M5 50/50 Cartridges,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.25854E+15,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.60864E+15,Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Compan,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.12654E+15,Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,3.96394E+15,Apidra 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.60854E+15,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.25864E+15,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.42304E+15,Humulin R 500units/ml solution for injection 20ml vials (Imported (United States)),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,4.27084E+15,"Human Actrapid Injection 500 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.19841E+14,Humulin I Cartridges (1.5 Ml) 100 units/ml,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,5.91074E+15,Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company L,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.21041E+14,Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,5.40354E+15,Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,6.45644E+15,NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,5.91154E+15,Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Lt,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,6.38964E+15,Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,6.01184E+15,Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.20141E+14,Humulin M3 (Lilly) Cartridges (1.5 Ml),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.20941E+14,Human Actrapid Penfill Cartridges (3 Ml) 100 units/ml,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.20041E+14,Humulin M2 Cartridges (1.5 Ml),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.19941E+14,Humulin M1 Cartridges (1.5 Ml),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.20541E+14,Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.20241E+14,Humulin M4 Cartridges (1.5 Ml),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.20441E+14,Humulin M5 Cartridges (1.5 Ml),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.20341E+14,Humulin S Cartridges (1.5 Ml) 100 units/ml,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.23241E+14,Humalog 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.21341E+14,Human Protaphane Penfill Injection 100 units/ml,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.27441E+14,Humaject (Humulin M4) Preloaded pen,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.22941E+14,Human Mixtard 30 Ge Injection,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.21541E+14,"Humulin M3 (Lilly) Injection 100 units/ml, 10 ml vial",res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.22841E+14,Humulin M5 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.21641E+14,Human Insulatard Ge Injection 100 units/ml,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.25141E+14,Human Initard 50/50 Insulin Injection 100 units/ml,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.24141E+14,Humulin M1 Injection,res166: Insulin (CPRD Aurum),drug
CPRD_product_code,7.25041E+14,Human Actraphane(Nova) Injection,res166: Insulin (CPRD Aurum),drug
