Coding System (Read),Codes,Description,Entity type,Category
Read,E230300,"Acute alcoholic intoxication in remission, in alcoholism",res76: Alcohol abuse,diagnostic
Read,Eu10700,[X]Men & behav dis due alcoh: resid & late-onset psychot dis,res76: Alcohol abuse,diagnostic
Read,Eu10400,[X]Men & behav dis due alcohl: withdrawl state with delirium,res76: Alcohol abuse,diagnostic
Read,Eu10z00,[X]Ment & behav dis due use alcohol: unsp ment & behav dis,res76: Alcohol abuse,diagnostic
Read,C150500,Alcohol-induced pseudo-Cushing's syndrome,res76: Alcohol abuse,diagnostic
Read,Eu10512,[X]Alcoholic jealousy,res76: Alcohol abuse,diagnostic
Read,E01z.00,Alcoholic psychosis NOS,res76: Alcohol abuse,diagnostic
Read,8HkG.00,Referral to specialist alcohol treatment service,res76: Alcohol abuse,diagnostic
Read,136W.00,Alcohol misuse,res76: Alcohol abuse,diagnostic
Read,8IEA.00,Referral to community alcohol team declined,res76: Alcohol abuse,diagnostic
Read,8W2..00,Refer to MH services deferred until alcohol misuse resolved,res76: Alcohol abuse,diagnostic
