Coding System (Read),Codes,Description,Entity type,Category
Read,SL7..12,Sedative poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL70511,Quinalbarbitone poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL70.00,Barbiturate poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL7z.11,Sleeping drug poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL94200,Flurazepam poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL90300,Trazodone poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL83200,Thiopental sodium poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL80z00,Central nervous system muscle-tone depressant poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SL8..00,Central nervous system depressants and anaesthetic poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL80.00,Central nervous system muscle-tone depressant poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL8..11,Anaesthetic poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL9..00,Psychotropic agent poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL90211,MAOI - Monoamine oxidase inhibitor poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL84.00,Other general anaesthetic agent poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL83x00,Other thiobarbiturate poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL90200,Monoamine oxidase inhibitor poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL90.00,Antidepressant poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL90100,Imipramine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL90000,Amitriptyline poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL91.00,Phenothiazine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL94100,Diazepam poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL91400,Thioridazine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL90z00,Anti-depressant poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SL91300,Promazine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL91000,Chlorpromazine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL91200,Prochlorperazine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL91100,Fluphenazine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL92000,Haloperidol poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL94000,Chlordiazepoxide poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL92.00,Butyrophenone poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL91z00,Phenothiazine poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SL94.00,Benzodiazepine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL92200,Trifluperidol poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL93.00,Other antipsychotics/neuroleptics/tranquilliser poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL92z00,Butyrophenone poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SyuFL00,[X]Poisoning by oth & unspec antipsychotics & neuroleptics,res173: Self-harm (Read codes),diagnostic
Read,SLAy.00,Other central nervous system stimulant poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL95.00,Other tranquilliser poisoning,res173: Self-harm (Read codes),diagnostic
Read,TK08.00,Suicide + selfinflicted poisoning by arsenic + its compounds,res173: Self-harm (Read codes),diagnostic
Read,SL94z00,Benzodiazepine poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SL94400,Medazepam poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL94600,Poisoning by temazepam,res173: Self-harm (Read codes),diagnostic
Read,SL94500,Nitrazepam poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL97.00,Psychostimulant poisoning,res173: Self-harm (Read codes),diagnostic
Read,SLA..00,Central nervous system stimulant poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL95z00,Tranquilliser poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SL95000,Hydroxyzine poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL9z.00,Psychotropic agent poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SL97.11,Stimulant poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL9y.00,Other psychotropic agent poisoning,res173: Self-harm (Read codes),diagnostic
Read,SL97z00,Psychostimulant poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SLC0200,Propranolol poisoning,res173: Self-harm (Read codes),diagnostic
Read,SyuFK00,[X]Poisoning by other and unspecified antidepressants,res173: Self-harm (Read codes),diagnostic
Read,SLHz.99,Poisoning by medicaments NOS,res173: Self-harm (Read codes),diagnostic
Read,SLB..00,Autonomic nervous system drug poisoning,res173: Self-harm (Read codes),diagnostic
Read,SLAz.00,Central nervous system stimulant poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SLHz.98,Poisoning by drugs/medicaments,res173: Self-harm (Read codes),diagnostic
Read,SLC0400,Beta blocker poisoning,res173: Self-harm (Read codes),diagnostic
Read,SLHz.00,Drug and medicament poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SLHyz00,Other drug and medicament poisoning NOS,res173: Self-harm (Read codes),diagnostic
Read,SyuF.00,[X]Poisoning by drugs and biological substances,res173: Self-harm (Read codes),diagnostic
Read,SyuFJ00,[X]Poisoning by antipark drug/oth central musc-tone depress,res173: Self-harm (Read codes),diagnostic
Read,SLz..00,"Drug, medicament or biological substance poisoning NOS",res173: Self-harm (Read codes),diagnostic
Read,SLX..00,Poisoning by oth & unspec antipsychotics & neuroleptics,res173: Self-harm (Read codes),diagnostic
Read,SyuFH00,[X]Poisoning by oth antiepileptic & sedative-hypnotic drugs,res173: Self-harm (Read codes),diagnostic
Read,SyuFA00,"[X]Poisoning by other analgesics, not elsewhere classified",res173: Self-harm (Read codes),diagnostic
Read,SyuFG00,"[X]Poisoning by mixed antiepileptics, NEC",res173: Self-harm (Read codes),diagnostic
Read,SyuFF00,[X]Poisoning by other and unspecified general anaesthetics,res173: Self-harm (Read codes),diagnostic
Read,SyuFM00,"[X]Poisoning by other psychotropic drugs, NEC",res173: Self-harm (Read codes),diagnostic
Read,TK07.00,Suicide + selfinflicted poisoning by corrosive/caustic subst,res173: Self-harm (Read codes),diagnostic
Read,TK01.00,Suicide + selfinflicted poisoning by barbiturates,res173: Self-harm (Read codes),diagnostic
Read,TK...11,Cause of overdose - deliberate,res173: Self-harm (Read codes),diagnostic
Read,TK...00,Suicide and selfinflicted injury,res173: Self-harm (Read codes),diagnostic
Read,SyuFc00,[X]Poisoning by oth & unspecif drugs & biologic substances,res173: Self-harm (Read codes),diagnostic
Read,T....98,Suicide/assault/other inj caus,res173: Self-harm (Read codes),diagnostic
Read,SyuFd00,"[X]Poisoning by anaesthetic, unspecified",res173: Self-harm (Read codes),diagnostic
Read,TK...14,Suicide and self harm,res173: Self-harm (Read codes),diagnostic
Read,TK00.00,Suicide + selfinflicted poisoning by analgesic/antipyretic,res173: Self-harm (Read codes),diagnostic
Read,TK...13,Poisoning - self-inflicted,res173: Self-harm (Read codes),diagnostic
Read,TK...12,Injury - self-inflicted,res173: Self-harm (Read codes),diagnostic
Read,TK0..00,Suicide + selfinflicted poisoning by solid/liquid substances,res173: Self-harm (Read codes),diagnostic
Read,TK...15,Attempted suicide,res173: Self-harm (Read codes),diagnostic
Read,TK...98,Attempt suicide - NOS,res173: Self-harm (Read codes),diagnostic
Read,TK...17,Para-suicide,res173: Self-harm (Read codes),diagnostic
Read,TK01011,Suicide and self inflicted injury by amobarbital,res173: Self-harm (Read codes),diagnostic
Read,TK06.00,Suicide + selfinflicted poisoning by agricultural chemical,res173: Self-harm (Read codes),diagnostic
Read,TK01411,Suicide and self inflicted injury by Phenobarbital,res173: Self-harm (Read codes),diagnostic
Read,TK01000,Suicide and self inflicted injury by Amylobarbitone,res173: Self-harm (Read codes),diagnostic
Read,TK01400,Suicide and self inflicted injury by Phenobarbitone,res173: Self-harm (Read codes),diagnostic
Read,TK01100,Suicide and self inflicted injury by Barbitone,res173: Self-harm (Read codes),diagnostic
Read,TK01300,Suicide and self inflicted injury by Pentabarbitone,res173: Self-harm (Read codes),diagnostic
Read,TK01200,Suicide and self inflicted injury by Butabarbitone,res173: Self-harm (Read codes),diagnostic
Read,TK01z00,Suicide and self inflicted injury by barbiturates,res173: Self-harm (Read codes),diagnostic
Read,TK05.99,Attempt suicide -drug overdose,res173: Self-harm (Read codes),diagnostic
Read,TK01511,Suicide and self inflicted injury by secobarbital,res173: Self-harm (Read codes),diagnostic
Read,TK01500,Suicide and self inflicted injury by Quinalbarbitone,res173: Self-harm (Read codes),diagnostic
Read,TK05.00,Suicide + selfinflicted poisoning by drug or medicine NOS,res173: Self-harm (Read codes),diagnostic
Read,TK02.00,Suicide + selfinflicted poisoning by oth sedatives/hypnotics,res173: Self-harm (Read codes),diagnostic
Read,TK04.00,Suicide + selfinflicted poisoning by other drugs/medicines,res173: Self-harm (Read codes),diagnostic
Read,TK03.00,Suicide + selfinflicted poisoning tranquilliser/psychotropic,res173: Self-harm (Read codes),diagnostic
Read,TK5z.00,Suicide and selfinflicted injury by firearms/explosives NOS,res173: Self-harm (Read codes),diagnostic
Read,TK3..00,Suicide + selfinflicted injury by hang/strangulate/suffocate,res173: Self-harm (Read codes),diagnostic
Read,TK11.00,Suicide + selfinflicted poisoning by liquified petrol gas,res173: Self-harm (Read codes),diagnostic
Read,TN6..00,"Injury ?accidental, by cutting and stabbing instruments",res173: Self-harm (Read codes),diagnostic
Read,U21y.00,[X]Intent self harm by hangng strangul/suffoct oth spec plce,res173: Self-harm (Read codes),diagnostic
Read,U203y00,[X]Int self poison antiparkinson drug other spec place,res173: Self-harm (Read codes),diagnostic
Read,TK10.00,Suicide + selfinflicted poisoning by gas via pipeline,res173: Self-harm (Read codes),diagnostic
Read,TK2..00,Suicide + selfinflicted poisoning by other gases and vapours,res173: Self-harm (Read codes),diagnostic
Read,TK2z.00,Suicide + selfinflicted poisoning by gases and vapours NOS,res173: Self-harm (Read codes),diagnostic
Read,TK1z.00,Suicide + selfinflicted poisoning by domestic gases NOS,res173: Self-harm (Read codes),diagnostic
Read,TK1y.00,Suicide and selfinflicted poisoning by other utility gas,res173: Self-harm (Read codes),diagnostic
Read,TK2y.00,Suicide + selfinflicted poisoning by other gases and vapours,res173: Self-harm (Read codes),diagnostic
Read,TK20.00,Suicide + selfinflicted poisoning by motor veh exhaust gas,res173: Self-harm (Read codes),diagnostic
Read,TK21.00,Suicide and selfinflicted poisoning by other carbon monoxide,res173: Self-harm (Read codes),diagnostic
Read,TK20.99,Attempt suicide - car exhaust,res173: Self-harm (Read codes),diagnostic
Read,TK30.99,Attempt suicide - hanging,res173: Self-harm (Read codes),diagnostic
Read,TK55.00,Suicide and selfinflicted injury by explosives,res173: Self-harm (Read codes),diagnostic
Read,TK4..00,Suicide and selfinflicted injury by drowning,res173: Self-harm (Read codes),diagnostic
Read,TK30.00,Suicide and selfinflicted injury by hanging,res173: Self-harm (Read codes),diagnostic
Read,TK3z.00,Suicide + selfinflicted inj by hang/strangle/suffocate NOS,res173: Self-harm (Read codes),diagnostic
Read,TK31.00,Suicide + selfinflicted injury by suffocation by plastic bag,res173: Self-harm (Read codes),diagnostic
Read,TK3y.00,Suicide + selfinflicted inj oth mean hang/strangle/suffocate,res173: Self-harm (Read codes),diagnostic
Read,TK31.99,Attempt suicide - suffocate,res173: Self-harm (Read codes),diagnostic
Read,TK5..99,Attempt suicide - firearms,res173: Self-harm (Read codes),diagnostic
Read,TK54.00,Suicide and selfinflicted injury by other firearm,res173: Self-harm (Read codes),diagnostic
Read,TK5..00,Suicide and selfinflicted injury by firearms and explosives,res173: Self-harm (Read codes),diagnostic
Read,TK4..99,Attempt suicide - drowning,res173: Self-harm (Read codes),diagnostic
Read,TK53.00,Suicide and selfinflicted injury by military firearms,res173: Self-harm (Read codes),diagnostic
Read,TK50.00,Suicide and selfinflicted injury by handgun,res173: Self-harm (Read codes),diagnostic
Read,TK52.00,Suicide and selfinflicted injury by hunting rifle,res173: Self-harm (Read codes),diagnostic
Read,TK51.00,Suicide and selfinflicted injury by shotgun,res173: Self-harm (Read codes),diagnostic
Read,TK6..00,Suicide and selfinflicted injury by cutting and stabbing,res173: Self-harm (Read codes),diagnostic
Read,ZX1L911,Extracting own teeth,res173: Self-harm (Read codes),diagnostic
Read,TKx0.00,Suicide + selfinflicted injury-jump/lie before moving object,res173: Self-harm (Read codes),diagnostic
Read,TK61.00,Suicide and selfinflicted injury by stabbing,res173: Self-harm (Read codes),diagnostic
Read,TK60111,Slashed wrists self inflicted,res173: Self-harm (Read codes),diagnostic
Read,TK6..99,Attempt suicide - cut/stab,res173: Self-harm (Read codes),diagnostic
Read,TK60100,Self inflicted lacerations to wrist,res173: Self-harm (Read codes),diagnostic
Read,TK60.00,Suicide and selfinflicted injury by cutting,res173: Self-harm (Read codes),diagnostic
Read,TK7..99,Attempt suicide-jump from high,res173: Self-harm (Read codes),diagnostic
Read,TKx..00,Suicide and selfinflicted injury by other means,res173: Self-harm (Read codes),diagnostic
Read,TK7..00,Suicide and selfinflicted injury by jumping from high place,res173: Self-harm (Read codes),diagnostic
Read,TK6z.00,Suicide and selfinflicted injury by cutting and stabbing NOS,res173: Self-harm (Read codes),diagnostic
Read,TK7z.00,Suicide+selfinflicted injury-jump from high place NOS,res173: Self-harm (Read codes),diagnostic
Read,TK70.00,Suicide+selfinflicted injury-jump from residential premises,res173: Self-harm (Read codes),diagnostic
Read,TK72.00,Suicide+selfinflicted injury-jump from natural sites,res173: Self-harm (Read codes),diagnostic
Read,TK71.00,Suicide+selfinflicted injury-jump from oth manmade structure,res173: Self-harm (Read codes),diagnostic
Read,TKx0100,Suicide + selfinflicted injury-lying before moving object,res173: Self-harm (Read codes),diagnostic
Read,TN3z.00,"Injury ?accidental, hanging/strangulation/suffocation NOS",res173: Self-harm (Read codes),diagnostic
Read,TKx4.00,Suicide and selfinflicted injury by electrocution,res173: Self-harm (Read codes),diagnostic
Read,TKx0000,Suicide + selfinflicted injury-jumping before moving object,res173: Self-harm (Read codes),diagnostic
Read,TKx3.00,Suicide and selfinflicted injury by extremes of cold,res173: Self-harm (Read codes),diagnostic
Read,TKx0z00,Suicide + selfinflicted inj-jump/lie before moving obj NOS,res173: Self-harm (Read codes),diagnostic
Read,TKx2.00,Suicide and selfinflicted injury by scald,res173: Self-harm (Read codes),diagnostic
Read,TKx1.00,Suicide and selfinflicted injury by burns or fire,res173: Self-harm (Read codes),diagnostic
Read,TKx7.00,"Suicide and selfinflicted injury caustic subst, excl poison",res173: Self-harm (Read codes),diagnostic
Read,TN3..00,"Injury ?accidental, hanging, strangulation and suffocation",res173: Self-harm (Read codes),diagnostic
Read,TKx6.00,Suicide and selfinflicted injury by crashing of aircraft,res173: Self-harm (Read codes),diagnostic
Read,TKx5.00,Suicide and selfinflicted injury by crashing motor vehicle,res173: Self-harm (Read codes),diagnostic
Read,TKz..99,Attempt suicide - NOS,res173: Self-harm (Read codes),diagnostic
Read,TKxy.00,Suicide and selfinflicted injury by other specified means,res173: Self-harm (Read codes),diagnostic
Read,TKz..00,Suicide and selfinflicted injury NOS,res173: Self-harm (Read codes),diagnostic
Read,TKxz.00,Suicide and selfinflicted injury by other means NOS,res173: Self-harm (Read codes),diagnostic
Read,U201400,[X]Intent self pois antiepileptic in street/highway,res173: Self-harm (Read codes),diagnostic
Read,U200.12,[X]Overdose - ibuprofen,res173: Self-harm (Read codes),diagnostic
Read,U2...00,[X]Intentional self-harm,res173: Self-harm (Read codes),diagnostic
Read,U203700,[X]Int self poison/exposure to antiparkinson drug on farm,res173: Self-harm (Read codes),diagnostic
Read,TN84.00,"Injury ?accidental, by electrocution",res173: Self-harm (Read codes),diagnostic
Read,TN60.00,"Injury ?accidental, by cutting instrument",res173: Self-harm (Read codes),diagnostic
Read,TN6z.00,"Injury ?accidental, by cutting or stabbing instrument NOS",res173: Self-harm (Read codes),diagnostic
Read,TN61.00,"Injury ?accidental, by stabbing instrument",res173: Self-harm (Read codes),diagnostic
Read,U2...14,[X]Attempted suicide,res173: Self-harm (Read codes),diagnostic
Read,U200.11,[X]Overdose - paracetamol,res173: Self-harm (Read codes),diagnostic
Read,U2...12,[X]Injury - self-inflicted,res173: Self-harm (Read codes),diagnostic
Read,U2...11,[X]Self inflicted injury,res173: Self-harm (Read codes),diagnostic
Read,U200.00,[X]Intent self poison/exposure to nonopioid analgesic,res173: Self-harm (Read codes),diagnostic
Read,U2...15,[X]Para-suicide,res173: Self-harm (Read codes),diagnostic
Read,U20..11,[X]Deliberate drug overdose / other poisoning,res173: Self-harm (Read codes),diagnostic
Read,U20..00,[X]Intentional self poisoning/exposure to noxious substances,res173: Self-harm (Read codes),diagnostic
Read,U200000,[X]Int self poison/exposure to nonopioid analgesic at home,res173: Self-harm (Read codes),diagnostic
Read,U201300,[X]Int self poison antiepileptic in sport/athletic area,res173: Self-harm (Read codes),diagnostic
Read,U200500,[X]Intent self pois nonopioid analgesic trade/service area,res173: Self-harm (Read codes),diagnostic
Read,U200.13,[X]Overdose - aspirin,res173: Self-harm (Read codes),diagnostic
Read,U200400,[X]Intent self pois nonopioid analgesic in street/highway,res173: Self-harm (Read codes),diagnostic
Read,U200100,[X]Intent self poison nonopioid analgesic at res institut,res173: Self-harm (Read codes),diagnostic
Read,U200300,[X]Int self poison nonopioid analges in sport/athletic area,res173: Self-harm (Read codes),diagnostic
Read,U200200,[X]Int self poison nonopioid analges school/pub admin area,res173: Self-harm (Read codes),diagnostic
Read,U200y00,[X]Int self poison nonopioid analgesic other spec place,res173: Self-harm (Read codes),diagnostic
Read,U201200,[X]Intent self pois nonopioid analges school/pub admin area,res173: Self-harm (Read codes),diagnostic
Read,U200700,[X]Int self poison/exposure to nonopioid analgesic on farm,res173: Self-harm (Read codes),diagnostic
Read,U200600,[X]Int self pois nonopioid analgesic indust/construct area,res173: Self-harm (Read codes),diagnostic
Read,U201100,[X]Intent self poison antiepileptic at res institut,res173: Self-harm (Read codes),diagnostic
Read,U200z00,[X]Intent self poison nonopioid analgesic unspecif place,res173: Self-harm (Read codes),diagnostic
Read,U201000,[X]Int self poison/exposure to antiepileptic at home,res173: Self-harm (Read codes),diagnostic
Read,U201.00,[X]Intent self poison/exposure to antiepileptic,res173: Self-harm (Read codes),diagnostic
Read,U201500,[X]Intent self pois antiepileptic trade/service area,res173: Self-harm (Read codes),diagnostic
Read,U203600,[X]Int self pois antiparkinson drug indust/construct area,res173: Self-harm (Read codes),diagnostic
Read,U202000,[X]Int self poison/exposure to sedative hypnotic at home,res173: Self-harm (Read codes),diagnostic
Read,U202.00,[X]Intent self poison/exposure to sedative hypnotic,res173: Self-harm (Read codes),diagnostic
Read,U201z00,[X]Intent self poison antiepileptic unspecif place,res173: Self-harm (Read codes),diagnostic
Read,U201600,[X]Int self poison antiepileptic indust/construct area,res173: Self-harm (Read codes),diagnostic
Read,U201y00,[X]Intent self poison antiepileptic other spec place,res173: Self-harm (Read codes),diagnostic
Read,U201700,[X]Int self poison/exposure to antiepileptic on farm,res173: Self-harm (Read codes),diagnostic
Read,U202.13,[X]Overdose - temazepam,res173: Self-harm (Read codes),diagnostic
Read,U202.18,[X]Overdose - amobarbital,res173: Self-harm (Read codes),diagnostic
Read,U202.12,[X]Overdose - diazepam,res173: Self-harm (Read codes),diagnostic
Read,U202.11,[X]Overdose - sleeping tabs,res173: Self-harm (Read codes),diagnostic
Read,U202.17,[X]Overdose - barbiturate,res173: Self-harm (Read codes),diagnostic
Read,U202.14,[X]Overdose - flurazepam,res173: Self-harm (Read codes),diagnostic
Read,U202.16,[X]Overdose - benzodiazepine,res173: Self-harm (Read codes),diagnostic
Read,U202.15,[X]Overdose - nitrazepam,res173: Self-harm (Read codes),diagnostic
Read,U202200,[X]Int self poison sedative hypnotic school/pub admin area,res173: Self-harm (Read codes),diagnostic
Read,U203500,[X]Intent self pois antiparkinson drug trade/service area,res173: Self-harm (Read codes),diagnostic
Read,U202700,[X]Int self poison/exposure to sedative hypnotic on farm,res173: Self-harm (Read codes),diagnostic
Read,U202100,[X]Intent self poison sedative hypnotic at res institut,res173: Self-harm (Read codes),diagnostic
Read,U202600,[X]Int self pois sedative hypnotic indust/construct area,res173: Self-harm (Read codes),diagnostic
Read,U202300,[X]Int self poison sedative hypnotic in sport/athletic area,res173: Self-harm (Read codes),diagnostic
Read,U202500,[X]Intent self pois sedative hypnotic trade/service area,res173: Self-harm (Read codes),diagnostic
Read,U202400,[X]Intent self pois sedative hypnotic in street/highway,res173: Self-harm (Read codes),diagnostic
Read,U203.00,[X]Intent self poison/exposure to antiparkinson drug,res173: Self-harm (Read codes),diagnostic
Read,U203400,[X]Intent self pois antiparkinson drug in street/highway,res173: Self-harm (Read codes),diagnostic
Read,U202z00,[X]Intent self poison sedative hypnotic unspecif place,res173: Self-harm (Read codes),diagnostic
Read,U202y00,[X]Int self poison sedative hypnotic other spec place,res173: Self-harm (Read codes),diagnostic
Read,U203300,[X]Int self poison antparkinson drug in sport/athletic area,res173: Self-harm (Read codes),diagnostic
Read,U203000,[X]Int self poison/exposure to antiparkinson drug at home,res173: Self-harm (Read codes),diagnostic
Read,U203200,[X]Int self poison antparkinson drug school/pub admin area,res173: Self-harm (Read codes),diagnostic
Read,U203100,[X]Intent self poison antiparkinson drug at res institut,res173: Self-harm (Read codes),diagnostic
Read,U206200,[X]Int self poison hallucinogenschool/pub admin area,res173: Self-harm (Read codes),diagnostic
Read,U204700,[X]Int self poison/exposure to psychotropic drug on farm,res173: Self-harm (Read codes),diagnostic
Read,U204.12,[X]Overdose - amitriptyline,res173: Self-harm (Read codes),diagnostic
Read,U209100,[X]Intent self poison alcohol at res institut,res173: Self-harm (Read codes),diagnostic
Read,U217.00,[X]Intent self harm by hanging strangulat/suffocat occ farm,res173: Self-harm (Read codes),diagnostic
Read,U204.11,[X]Overdose - antidepressant,res173: Self-harm (Read codes),diagnostic
Read,U204.00,[X]Intent self poison/exposure to psychotropic drug,res173: Self-harm (Read codes),diagnostic
Read,U203z00,[X]Intent self poison antiparkinson drug unspecif place,res173: Self-harm (Read codes),diagnostic
Read,U204100,[X]Intent self poison psychotropic drug at res institut,res173: Self-harm (Read codes),diagnostic
Read,U204600,[X]Int self pois psychotropic drug indust/construct area,res173: Self-harm (Read codes),diagnostic
Read,U204000,[X]Int self poison/exposure to psychotropic drug at home,res173: Self-harm (Read codes),diagnostic
Read,U204.13,[X]Overdose - SSRI,res173: Self-harm (Read codes),diagnostic
Read,U204500,[X]Intent self pois psychotropic drug trade/service area,res173: Self-harm (Read codes),diagnostic
Read,U204200,[X]Int self poison psychotropic drug school/pub admin area,res173: Self-harm (Read codes),diagnostic
Read,U204400,[X]Intent self pois psychotropic drug in street/highway,res173: Self-harm (Read codes),diagnostic
Read,U204300,[X]Int self poison psychotropic drug in sport/athletic area,res173: Self-harm (Read codes),diagnostic
Read,U204z00,[X]Intent self poison psychotropic drug unspecif place,res173: Self-harm (Read codes),diagnostic
Read,U206100,[X]Intent self poison hallucinogen at res institut,res173: Self-harm (Read codes),diagnostic
Read,U205300,[X]Int self poison narcotic drug in sport/athletic area,res173: Self-harm (Read codes),diagnostic
Read,U204y00,[X]Int self poison psychotropic drug other spec place,res173: Self-harm (Read codes),diagnostic
Read,U205200,[X]Int self poison narcotic drug school/pub admin area,res173: Self-harm (Read codes),diagnostic
