Coding System (CPRD_product_code),Codes,Description,Entity type,Category
CPRD_product_code,34292,Lormetazepam 500microgram tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34331,Temazepam 10mg tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34340,Diazepam 10mg tablets (Ranbaxy (UK) Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34338,Diazepam 2mg tablets (Mylan),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34335,Diazepam 2mg tablets (Teva UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34770,Nitrazepam 5mg Tablet (DDSA Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34534,Lormetazepam 1mg Tablet (Wyeth Pharmaceuticals),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34408,Nitrazepam 5mg tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34482,Diazepam 5mg tablets (Teva UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34524,Diazepam 2mg tablets (Actavis UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34681,Diazepam 5mg Tablet (Crosspharma Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34516,Lormetazepam 1mg tablets (Mylan),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34508,Temazepam 10mg tablets (Mylan),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34561,Diazepam 2mg Tablet (Regent Laboratories Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34677,Diazepam 2mg tablets (IVAX Pharmaceuticals UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34555,Nitrazepam 5mg tablets (Wockhardt UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34572,Temazepam 20mg tablets (Mylan),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34642,Lormetazepam 500microgram tablets (Mylan),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34635,Diazepam 5mg tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34615,Diazepam 5mg tablets (Mylan),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34692,Lormetazepam 1mg tablets (Thornton & Ross Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34686,Nitrazepam 5mg tablets (Teva UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,35,Nitrazepam 5mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34928,Chlordiazepoxide 5mg Capsule (DDSA Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34892,Diazepam 5mg Tablet (Berk Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34876,Diazepam 2mg Tablet (Berk Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,34807,Diazepam 10mg tablets (Actavis UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,37745,Lorazepam 1mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,3524,Mogadon 5mg Capsule (Roche Products Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41653,Temazepam 20mg Capsule (Hillcross Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,35932,Lorazepam 2.5mg tablets (Teva UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,36200,Lorazepam 1mg tablets (Mylan),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,36581,Atensine 10mg Tablet (Rorer Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,35936,Chlordiazepoxide 5mg capsules (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,36611,Euhypnos 10mg/5ml Oral solution (Pharmacia Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,37696,Clobazam 2.5mg capsules,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,36604,Oxazepam 10mg tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,36602,Temazepam 20mg Tablet (Pharmacia Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,3686,Nitrazepam 10mg Tablet,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,37566,Lorazepam 1mg/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,37325,Remnos 10mg Tablet (DDSA Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,3687,Lormetazepam 500microgram tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41632,Diazepam 10mg tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,38424,Temazepam 20mg Capsule (Berk Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,38418,Temazepam 10mg Capsule (Berk Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,40386,Chlordiazepoxide 25mg Tablet (DDSA Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,39284,Lorazepam 1mg tablets (Genus Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,3973,Tensium 10mg tablets (DDSA Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,3956,Dalmane 15mg capsules (Meda Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,3950,Flurazepam 15mg capsules,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41385,Nitrazepam 5mg tablets (Actavis UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41303,Clobazam 25mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41411,Oxazepam 15mg tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,4141,Oxazepam 15mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,4140,Oxazepam 30mg Capsule,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41391,Lorazepam 1mg tablets (Arrow Generics Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41988,Chlordiazepoxide 10mg Tablet (DDSA Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46796,Clobazam 10mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41822,Triazolam 0.25mg Tablet (Berk Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,41718,Temazepam 10mg Capsule (Hillcross Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,44302,Tropium 10mg tablets (Dr Reddy's Laboratories (UK) Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,42814,Lorazepam 2.5mg tablets (Genus Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,42503,Diazepam 5mg/5ml oral solution (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,66745,Loprazolam 1mg tablets (Stephar (U.K.) Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,4338,Valium 5mg Tablet (Roche Products Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,43450,Midazolam Oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,65238,Clonazepam 10mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,43438,Chlordiazepoxide 5mg tablets (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45077,Clonazepam 500microgram/5ml Oral solution (Rosemont Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,4483,Clonazepam 2.5mg/ml drops sugar free,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46078,Temazepam 20mg tablets (Genus Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45241,Chlordiazepoxide 10mg capsules (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45218,Diazepam 5mg tablets (Ranbaxy (UK) Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45135,Diazepam 2mg Tablet (M & A Pharmachem Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45283,Temazepam 10mg tablets (Genus Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46,Diazepam 2mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45254,Temazepam 10mg tablets (Actavis UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45244,Diazepam 5mg tablets (Sandoz Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45313,Diazepam 2mg tablets (Almus Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45829,Lorazepam 1mg tablets (Sandoz Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,45695,Midazolam 2.5mg/ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,4566,Oxazepam 10mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,53461,Diazepam 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46946,Oxazepam 15mg tablets (Thornton & Ross Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46850,Clobazam 5mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46896,Lorazepam 500micrograms/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46939,Temazepam 20mg tablets (Teva UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,49589,Temazepam 10mg tablets (Sandoz Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46913,Diazepam 10mg tablets (IVAX Pharmaceuticals UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46909,Triazolam (roi) 125microgram Tablet,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46966,Diazepam 5mg tablets (IVAX Pharmaceuticals UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46964,Temazepam 20mg tablets (Actavis UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,46953,Nitrazepam 5mg tablets (Ranbaxy (UK) Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,47,Diazepam 5mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,48544,Clonazepam 500micrograms/5ml oral solution sugar free,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,48010,Clobazam 25mg/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,47066,Clonazepam 500micrograms/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,50108,Clonazepam 2mg/5ml oral solution sugar free,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,49595,Midazolam 10mg/ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,51985,Diazepam 2mg/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,50389,Clobazam 4mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,5150,Loprazolam 1mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,51425,Clobazam 2.5mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,51335,Diazepam 10mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,52093,Clobazam 100mg/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,53311,Clonazepam 500microgram tablets (Phoenix Healthcare Distribution Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,52056,Clobazam 2.5mg/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,52052,Clobazam 4mg/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,52680,Clobazam 7.5mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,52954,Midazolam 7.5mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,5294,Chlordiazepoxide 10mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,52845,Midazolam 12.5mg/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,67192,Diazepam 5mg/5ml oral suspension (Sandoz Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,55303,Triazolam 0.125mg Tablet (Berk Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,56811,Temazepam 10mg tablets (F.Maltby & Sons Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,53566,Diazepam 2.5mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,54759,Clobazam 5mg/5ml oral suspension sugar free,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,54695,Diazepam 10mg Tablet (M & A Pharmachem Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,53739,Clonazepam 2mg tablets (Sigma Pharmaceuticals Plc),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,55836,Temazepam 10mg/5ml oral solution sugar free (Focus Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,60320,Clobazam 5mg/5ml oral suspension (Special Order),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,55774,Bromazepam 3mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,55481,Clobazam 10mg/5ml oral suspension sugar free,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,56781,Tapclob 10mg/5ml oral suspension (Martindale Pharmaceuticals Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,56551,Lorazepam 5mg/5ml oral solution,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,56236,Diazepam 2mg tablets (Wockhardt UK Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,6025,Chlordiazepoxide 5mg tablets,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,57268,Lorazepam 2.5mg tablets (Sandoz Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,56927,Temazepam 10mg tablets (Ethigen Ltd),res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,58460,Clonazepam 312.5micrograms/5ml oral suspension,res173: Benzodiazepines (CPRD GOLD),drug
CPRD_product_code,57510,Frisium 10mg tablets (Waymade Healthcare Plc),res173: Benzodiazepines (CPRD GOLD),drug
