Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,N040J00,Rheumatoid arthritis of other tarsal joint,res69: rheumatological_disease,diagnostic
Read,N240z00,Rheumatism or fibrositis NOS,res69: rheumatological_disease,diagnostic
Read,2A42.00,O/E - ankle reflex abnormal,res69: rheumatological_disease,diagnostic
Read,N04y000,Rheumatoid lung,res69: rheumatological_disease,diagnostic
Read,N000z00,Systemic lupus erythematosus NOS,res69: rheumatological_disease,diagnostic
Read,N040K00,Rheumatoid arthritis of 1st MTP joint,res69: rheumatological_disease,diagnostic
Read,N04y011,Caplan's syndrome,res69: rheumatological_disease,diagnostic
Read,N047.00,Seropositive errosive rheumatoid arthritis,res69: rheumatological_disease,diagnostic
Read,G5yA.00,Rheumatoid carditis,res69: rheumatological_disease,diagnostic
Read,Nyu1000,[X]Rheumatoid arthritis+involvement/other organs or systems,res69: rheumatological_disease,diagnostic
Read,N001.11,Acrosclerosis,res69: rheumatological_disease,diagnostic
Read,N001000,Progressive systemic sclerosis,res69: rheumatological_disease,diagnostic
Read,H572.00,Lung disease with systemic sclerosis,res69: rheumatological_disease,diagnostic
Read,N040P00,Seronegative rheumatoid arthritis,res69: rheumatological_disease,diagnostic
Read,N040B00,Rheumatoid arthritis of hip,res69: rheumatological_disease,diagnostic
Read,N000300,Systemic lupus erythematosus with organ or sys involv,res69: rheumatological_disease,diagnostic
Read,N040400,Rheumatoid arthritis of acromioclavicular joint,res69: rheumatological_disease,diagnostic
Read,N040200,Rheumatoid arthritis of shoulder,res69: rheumatological_disease,diagnostic
Read,N000000,Disseminated lupus erythematosus,res69: rheumatological_disease,diagnostic
Read,N040800,Rheumatoid arthritis of MCP joint,res69: rheumatological_disease,diagnostic
Read,F396400,Myopathy due to rheumatoid arthritis,res69: rheumatological_disease,diagnostic
Read,N040H00,Rheumatoid arthritis of talonavicular joint,res69: rheumatological_disease,diagnostic
Read,N04y012,Fibrosing alveolitis associated with rheumatoid arthritis,res69: rheumatological_disease,diagnostic
Read,N000100,Libman-Sacks disease,res69: rheumatological_disease,diagnostic
Read,N240700,Hand rheumatism,res69: rheumatological_disease,diagnostic
Read,H57y400,Lung disease with systemic lupus erythematosus,res69: rheumatological_disease,diagnostic
Read,N001.00,Scleroderma,res69: rheumatological_disease,diagnostic
Read,N000200,Drug-induced systemic lupus erythematosus,res69: rheumatological_disease,diagnostic
Read,N040300,Rheumatoid arthritis of sternoclavicular joint,res69: rheumatological_disease,diagnostic
Read,N04X.00,"Seropositive rheumatoid arthritis, unspecified",res69: rheumatological_disease,diagnostic
Read,N040.00,Rheumatoid arthritis,res69: rheumatological_disease,diagnostic
Read,N040600,Rheumatoid arthritis of distal radio-ulnar joint,res69: rheumatological_disease,diagnostic
Read,N040E00,Rheumatoid arthritis of tibio-fibular joint,res69: rheumatological_disease,diagnostic
Read,N040D00,Rheumatoid arthritis of knee,res69: rheumatological_disease,diagnostic
Read,N231400,Polymyositis ossificans,res69: rheumatological_disease,diagnostic
Read,F371200,Polyneuropathy in rheumatoid arthritis,res69: rheumatological_disease,diagnostic
Read,N040G00,Rheumatoid arthritis of subtalar joint,res69: rheumatological_disease,diagnostic
Read,N040500,Rheumatoid arthritis of elbow,res69: rheumatological_disease,diagnostic
Read,H570.00,Rheumatoid lung,res69: rheumatological_disease,diagnostic
Read,N042100,Rheumatoid lung disease,res69: rheumatological_disease,diagnostic
Read,N200.00,Giant cell arteritis with polymyalgia rheumatica,res69: rheumatological_disease,diagnostic
Read,N040A00,Rheumatoid arthritis of DIP joint of finger,res69: rheumatological_disease,diagnostic
