Coding System (Read),Codes,Description,Entity type,Category
Read,ZLBB.00,seen by psychologist,res176: Contact with mental health services,diagnostic
Read,ZLA2B00,seen by nurse psychotherapist,res176: Contact with mental health services,diagnostic
Read,ZLB5.00,seen by mental health counsellor,res176: Contact with mental health services,diagnostic
Read,ZLD2e11,discharge by old age psychiatrist,res176: Contact with mental health services,diagnostic
Read,ZLD2a00,discharge by psychiatrist,res176: Contact with mental health services,diagnostic
Read,ZLD2e00,discharge by psychogeriatrician,res176: Contact with mental health services,diagnostic
Read,ZLE9600,discharge from rehabilitation psychiatry service,res176: Contact with mental health services,diagnostic
Read,ZLE9100,discharge from child and adolescent psychiatry service,res176: Contact with mental health services,diagnostic
Read,ZLD8100,discharge by community psychiatric nurse,res176: Contact with mental health services,diagnostic
Read,ZLE9.00,discharge from psychiatry service,res176: Contact with mental health services,diagnostic
Read,ZLDA.00,discharge by educational psychologist,res176: Contact with mental health services,diagnostic
Read,ZLE9400,discharge from mental handicap psychiatry service,res176: Contact with mental health services,diagnostic
Read,ZLE9200,discharge from forensic psychiatry service,res176: Contact with mental health services,diagnostic
Read,ZLE9512,discharge from elderly mentally ill service,res176: Contact with mental health services,diagnostic
Read,ZV67300,[v]psychotherapy/other treatment-mental disorder follow-up,res176: Contact with mental health services,diagnostic
Read,ZLF2300,discharge from psychogeriatric day hospital,res176: Contact with mental health services,diagnostic
Read,ZLED.00,discharge from psychotherapy service,res176: Contact with mental health services,diagnostic
Read,ZV66300,[v]convalescence after psychotherapy or mental dis treatment,res176: Contact with mental health services,diagnostic
Read,ZV69100,[v]psych patient - prev admitted this health care provider,res176: Contact with mental health services,diagnostic
Read,ZV69.00,[v]psychiatric paitient admission details,res176: Contact with mental health services,diagnostic
Read,ZV69211,[v]psychiatric patient - previously admitted other district,res176: Contact with mental health services,diagnostic
Read,9N2W000,seen by assistant psychologist,res176: Contact with mental health services,diagnostic
Read,9N2W100,seen by forensic psychologist,res176: Contact with mental health services,diagnostic
Read,8GG..00,systemic psychotherapy,res176: Contact with mental health services,diagnostic
Read,ZLD7900,discharge by nurse psychotherapist,res176: Contact with mental health services,diagnostic
Read,9N2a.00,seen by community psychiatric nurse,res176: Contact with mental health services,diagnostic
Read,7P22z00,rehabilitation for psychiatric disorders nos,res176: Contact with mental health services,diagnostic
Read,9N2W300,seen by trainee psychologist,res176: Contact with mental health services,diagnostic
Read,9N1H.00,seen in elderly mentaly infirm home,res176: Contact with mental health services,diagnostic
Read,9N1yA00,seen in psychogeriatric clinic,res176: Contact with mental health services,diagnostic
Read,9N1T.00,seen in psychiatry clinic,res176: Contact with mental health services,diagnostic
Read,8H2L.00,admit psychogeriatric emergency,res176: Contact with mental health services,diagnostic
Read,ZLD2e12,discharge by psychiatrist for the elderly mentally ill,res176: Contact with mental health services,diagnostic
Read,8H7B.00,refer to community psych.nurse,res176: Contact with mental health services,diagnostic
Read,8HkK.00,referral to improving access to psychological therapies prog,res176: Contact with mental health services,diagnostic
Read,ZLD2d00,discharge by liaison psychiatrist,res176: Contact with mental health services,diagnostic
Read,9bA3.00,forensic psychiatry,res176: Contact with mental health services,diagnostic
Read,8HlD.00,referral to forensic psychiatrist,res176: Contact with mental health services,diagnostic
Read,8Hj2.00,referral to psycho-educational group,res176: Contact with mental health services,diagnostic
Read,8HlB.00,urgent referral to psychiatrist,res176: Contact with mental health services,diagnostic
Read,8HMC.00,listed for psychogeriatr admis,res176: Contact with mental health services,diagnostic
Read,8CQ0.00,completion of mental health crisis plan,res176: Contact with mental health services,diagnostic
Read,8Hc0.00,referral to community mental health team,res176: Contact with mental health services,diagnostic
Read,8Hc2.00,referral to primary care mental health team,res176: Contact with mental health services,diagnostic
Read,ZV69000,[v]psychiatric patient - not previously admitted,res176: Contact with mental health services,diagnostic
Read,8Hg7.00,discharged from care of mental health triage nurse,res176: Contact with mental health services,diagnostic
Read,8HgY.00,discharge from child and adolescent mental health service,res176: Contact with mental health services,diagnostic
Read,ZLDB.00,discharge by psychotherapist,res176: Contact with mental health services,diagnostic
Read,ZV69111,[v]psychiatric patient - previous admission this district,res176: Contact with mental health services,diagnostic
Read,ZV69200,[v]psych patient - prev admitted other health care provider,res176: Contact with mental health services,diagnostic
Read,8CQ1.00,mental health care programme approach crisis plan,res176: Contact with mental health services,diagnostic
Read,8HKC.00,psychogeriatrics d.v. requestd,res176: Contact with mental health services,diagnostic
Read,8HL9.00,psychiatry d.v. done,res176: Contact with mental health services,diagnostic
Read,8HM9.00,listed for psychiatric admissn,res176: Contact with mental health services,diagnostic
Read,8HBK.00,mental health triage nurse follow up,res176: Contact with mental health services,diagnostic
Read,ZLE9300,discharge from liaison psychiatry service,res176: Contact with mental health services,diagnostic
Read,8HHo.00,referral to older age community mental health team,res176: Contact with mental health services,diagnostic
Read,8HHv.00,referral to primary care mental health graduate worker,res176: Contact with mental health services,diagnostic
Read,8HHr.00,referral for mental health self-help literature,res176: Contact with mental health services,diagnostic
Read,8HHu.00,referral to primary care mental health gateway worker,res176: Contact with mental health services,diagnostic
Read,8Ce7.00,preferred place of care - mental health unit,res176: Contact with mental health services,diagnostic
Read,8H34.00,psychiatric day care,res176: Contact with mental health services,diagnostic
Read,8H7A.00,refer to mental health worker,res176: Contact with mental health services,diagnostic
Read,8HB8.00,mental therapy follow-up,res176: Contact with mental health services,diagnostic
Read,8H3Q.00,non-urgent psychogeriatric admission,res176: Contact with mental health services,diagnostic
Read,8H4f.00,referral to learning disabilities psychiatrist,res176: Contact with mental health services,diagnostic
Read,8H49.00,psychiatric referral,res176: Contact with mental health services,diagnostic
Read,9239,fp22-in mental hospital,res176: Contact with mental health services,diagnostic
Read,6779,psychological counselling,res176: Contact with mental health services,diagnostic
Read,ZLE9500,discharge from psychogeriatrician service,res176: Contact with mental health services,diagnostic
Read,ZLF2200,discharge from psychiatry day hospital,res176: Contact with mental health services,diagnostic
Read,ZLF2311,discharge from old age psychiatry day hospital,res176: Contact with mental health services,diagnostic
Read,ZLF2312,discharge from elderly mentally ill day hospital,res176: Contact with mental health services,diagnostic
Read,64R6.11,child referral-school psychol.,res176: Contact with mental health services,diagnostic
Read,64R7.11,child refer- clinical psychol.,res176: Contact with mental health services,diagnostic
Read,8G10.00,psychotherapy - behavioural,res176: Contact with mental health services,diagnostic
Read,ZLE9511,discharge from old age psychiatry service,res176: Contact with mental health services,diagnostic
Read,8G12.00,psychotherapy - psychodynamic,res176: Contact with mental health services,diagnostic
Read,8G12000,short-term psychodynamic therapy,res176: Contact with mental health services,diagnostic
Read,8GH..00,child psychotherapy,res176: Contact with mental health services,diagnostic
