Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,J111y00,Chronic gastric ulcer unspecified,res69: peptic_ulcer_disease,diagnostic
Read,7612111,Balfour excision of gastric ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J13y400,Unspecified peptic ulcer with obstruction,res69: peptic_ulcer_disease,diagnostic
Read,J131200,Chronic peptic ulcer with perforation,res69: peptic_ulcer_disease,diagnostic
Read,J140300,Acute gastrojejunal ulcer with haemorrhage and perforation,res69: peptic_ulcer_disease,diagnostic
Read,J120000,Acute duodenal ulcer without mention of complication,res69: peptic_ulcer_disease,diagnostic
Read,J12..00,Duodenal ulcer - (DU),res69: peptic_ulcer_disease,diagnostic
Read,J123.00,Duodenal erosion,res69: peptic_ulcer_disease,diagnostic
Read,J120.00,Acute duodenal ulcer,res69: peptic_ulcer_disease,diagnostic
Read,7612500,Resection of gastric ulcer by cautery,res69: peptic_ulcer_disease,diagnostic
Read,J102000,Peptic ulcer of oesophagus,res69: peptic_ulcer_disease,diagnostic
Read,J13z.00,Peptic ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J11y200,Unspecified gastric ulcer with perforation,res69: peptic_ulcer_disease,diagnostic
Read,J110300,Acute gastric ulcer with haemorrhage and perforation,res69: peptic_ulcer_disease,diagnostic
Read,761J111,Suture of ulcer of stomach NEC,res69: peptic_ulcer_disease,diagnostic
Read,J110400,Acute gastric ulcer with obstruction,res69: peptic_ulcer_disease,diagnostic
Read,J13yz00,Unspecified peptic ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J11..11,Prepyloric ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J12y300,Unspecified duodenal ulcer with haemorrhage and perforation,res69: peptic_ulcer_disease,diagnostic
Read,J121400,Chronic duodenal ulcer with obstruction,res69: peptic_ulcer_disease,diagnostic
Read,J121000,Chronic duodenal ulcer without mention of complication,res69: peptic_ulcer_disease,diagnostic
Read,J110111,Bleeding acute gastric ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J130y00,Acute peptic ulcer unspecified,res69: peptic_ulcer_disease,diagnostic
Read,J111100,Chronic gastric ulcer with haemorrhage,res69: peptic_ulcer_disease,diagnostic
Read,J111111,Bleeding chronic gastric ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J14..00,Gastrojejunal ulcer (GJU),res69: peptic_ulcer_disease,diagnostic
Read,J12y000,Unspecified duodenal ulcer without mention of complication,res69: peptic_ulcer_disease,diagnostic
Read,J11z.00,Gastric ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J12y400,Unspecified duodenal ulcer with obstruction,res69: peptic_ulcer_disease,diagnostic
Read,J14z.00,Gastrojejunal ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J11y100,Unspecified gastric ulcer with haemorrhage,res69: peptic_ulcer_disease,diagnostic
Read,J120400,Acute duodenal ulcer with obstruction,res69: peptic_ulcer_disease,diagnostic
Read,J14yz00,Unspecified gastrojejunal ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J11yz00,Unspecified gastric ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J11yy00,Unspec gastric ulcer; unspec haemorrhage and/or perforation,res69: peptic_ulcer_disease,diagnostic
Read,J122.00,Duodenal ulcer disease,res69: peptic_ulcer_disease,diagnostic
Read,J111000,Chronic gastric ulcer without mention of complication,res69: peptic_ulcer_disease,diagnostic
Read,J130.00,Acute peptic ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J13..11,Stress ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,761Jz00,Operation on gastric ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,1956.00,Peptic ulcer symptoms,res69: peptic_ulcer_disease,diagnostic
Read,7627000,Closure of perforated duodenal ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J140100,Acute gastrojejunal ulcer with haemorrhage,res69: peptic_ulcer_disease,diagnostic
Read,J110y00,Acute gastric ulcer unspecified,res69: peptic_ulcer_disease,diagnostic
Read,J111z00,Chronic gastric ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J11z.12,Multiple gastric ulcers,res69: peptic_ulcer_disease,diagnostic
Read,J111400,Chronic gastric ulcer with obstruction,res69: peptic_ulcer_disease,diagnostic
Read,J111300,Chronic gastric ulcer with haemorrhage and perforation,res69: peptic_ulcer_disease,diagnostic
Read,J14y200,Unspecified gastrojejunal ulcer with perforation,res69: peptic_ulcer_disease,diagnostic
Read,761J.00,Operations on gastric ulcer,res69: peptic_ulcer_disease,diagnostic
Read,761J100,Closure of gastric ulcer NEC,res69: peptic_ulcer_disease,diagnostic
Read,J110000,Acute gastric ulcer without mention of complication,res69: peptic_ulcer_disease,diagnostic
Read,ZV12C00,[V] Personal history of gastric ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J111200,Chronic gastric ulcer with perforation,res69: peptic_ulcer_disease,diagnostic
Read,J140z00,Acute gastrojejunal ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,761J000,Closure of perforated gastric ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J13y000,Unspecified peptic ulcer without mention of complication,res69: peptic_ulcer_disease,diagnostic
Read,J12y.00,Unspecified duodenal ulcer,res69: peptic_ulcer_disease,diagnostic
Read,J120y00,Acute duodenal ulcer unspecified,res69: peptic_ulcer_disease,diagnostic
Read,J110z00,Acute gastric ulcer NOS,res69: peptic_ulcer_disease,diagnostic
Read,J112.00,Anti-platelet induced gastric ulcer,res69: peptic_ulcer_disease,diagnostic
