Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,G606.00,Subarachnoid haemorrhage from vertebral artery,res69: cerebrovascular_disease,diagnostic
Read,G61X000,"Left sided intracerebral haemorrhage, unspecified",res69: cerebrovascular_disease,diagnostic
Read,G667.00,Left sided CVA,res69: cerebrovascular_disease,diagnostic
Read,S62..12,Subarachnoid haemorrhage following injury,res69: cerebrovascular_disease,diagnostic
Read,G63..00,Precerebral arterial occlusion,res69: cerebrovascular_disease,diagnostic
Read,G641000,Cerebral infarction due to embolism of cerebral arteries,res69: cerebrovascular_disease,diagnostic
Read,Gyu6500,[X]Occlusion and stenosis of other precerebral arteries,res69: cerebrovascular_disease,diagnostic
Read,G6y..00,Other specified cerebrovascular disease,res69: cerebrovascular_disease,diagnostic
Read,G617.00,"Intracerebral haemorrhage, intraventricular",res69: cerebrovascular_disease,diagnostic
Read,G623.00,Subdural haemorrhage NOS,res69: cerebrovascular_disease,diagnostic
Read,G604.00,Subarachnoid haemorrhage from posterior communicating artery,res69: cerebrovascular_disease,diagnostic
Read,G671z00,Generalised ischaemic cerebrovascular disease NOS,res69: cerebrovascular_disease,diagnostic
Read,G66..13,CVA - Cerebrovascular accident unspecified,res69: cerebrovascular_disease,diagnostic
Read,Gyu6600,[X]Occlusion and stenosis of other cerebral arteries,res69: cerebrovascular_disease,diagnostic
Read,G661.00,Anterior cerebral artery syndrome,res69: cerebrovascular_disease,diagnostic
Read,G66..00,Stroke and cerebrovascular accident unspecified,res69: cerebrovascular_disease,diagnostic
Read,14A7.00,H/O: CVA/stroke,res69: cerebrovascular_disease,diagnostic
Read,G68..00,Late effects of cerebrovascular disease,res69: cerebrovascular_disease,diagnostic
Read,G600.00,Ruptured berry aneurysm,res69: cerebrovascular_disease,diagnostic
Read,G680.00,Sequelae of subarachnoid haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,G63y.00,Other precerebral artery occlusion,res69: cerebrovascular_disease,diagnostic
Read,S627.00,Traumatic subarachnoid haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,G61z.00,Intracerebral haemorrhage NOS,res69: cerebrovascular_disease,diagnostic
Read,G68W.00,Sequelae/other + unspecified cerebrovascular diseases,res69: cerebrovascular_disease,diagnostic
Read,G61X.00,"Intracerebral haemorrhage in hemisphere, unspecified",res69: cerebrovascular_disease,diagnostic
Read,1477.00,H/O: cerebrovascular disease,res69: cerebrovascular_disease,diagnostic
Read,G63..12,Stenosis of precerebral arteries,res69: cerebrovascular_disease,diagnostic
Read,S620.00,Closed traumatic subarachnoid haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,G67..00,Other cerebrovascular disease,res69: cerebrovascular_disease,diagnostic
Read,G668.00,Right sided CVA,res69: cerebrovascular_disease,diagnostic
Read,14A7.12,H/O: stroke,res69: cerebrovascular_disease,diagnostic
Read,G613.00,Cerebellar haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,G605.00,Subarachnoid haemorrhage from basilar artery,res69: cerebrovascular_disease,diagnostic
Read,Gyu6200,[X]Other intracerebral haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,G61..12,Stroke due to intracerebral haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,G67z.00,Other cerebrovascular disease NOS,res69: cerebrovascular_disease,diagnostic
Read,G61..11,CVA - cerebrovascular accid due to intracerebral haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,S621.00,Open traumatic subarachnoid haemorrhage,res69: cerebrovascular_disease,diagnostic
Read,G65zz00,Transient cerebral ischaemia NOS,res69: cerebrovascular_disease,diagnostic
Read,G660.00,Middle cerebral artery syndrome,res69: cerebrovascular_disease,diagnostic
