Coding System (Read),Codes,Description,Entity type,Category
Read,C10E100,Type 1 diabetes mellitus with ophthalmic complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E712,Insulin dependent diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EC00,Type 1 diabetes mellitus with polyneuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C104000,"Diabetes mellitus, juvenile type, with renal manifest",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EM00,Type 1 diabetes mellitus with ketoacidosis,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EQ11,Type I diabetes mellitus with gastroparesis,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C100011,Insulin dependent diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EH12,Insulin dependent diabetes mellitus with arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,ZC2C900,Dietary advice for type I diabetes,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EP11,Type I diabetes mellitus with exudative maculopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EG11,Type I diabetes mellitus with peripheral angiopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E000,Type 1 diabetes mellitus with renal complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EN00,Type 1 diabetes mellitus with ketoacidotic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108H12,Type 1 diabetes mellitus with arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108.12,Type 1 diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10y000,"Diabetes mellitus, juvenile, + other specified manife",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E912,Insulin dependent diabetes maturity onset,res67: Diabetes_Diagnostic_Code,diagnostic
Read,66At011,Type 1 diabetic dietary review,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108911,Type I diabetes mellitus maturity onset,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108A11,Type I diabetes mellitus without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108600,Insulin dependent diabetes mellitus with gangrene,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E011,Type I diabetes mellitus with renal complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10z000,"Diabetes mellitus, juvenile type, + unspecified compl",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108312,Type 1 diabetes mellitus with multiple complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108311,Type I diabetes mellitus with multiple complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E512,Insulin dependent diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EA12,Insulin-dependent diabetes without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108.13,Type I diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EL11,Type I diabetes mellitus with persistent microalbumin,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E700,Type 1 diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E311,Type I diabetes mellitus with multiple complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108H11,Type I diabetes mellitus with arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EK00,Type 1 diabetes mellitus with persistent proteinuria,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108.00,Insulin dependent diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E911,Type I diabetes mellitus maturity onset,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EC11,Type I diabetes mellitus with polyneuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,ZRbH.00,Perceived control of insulin-dependent diabetes,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E711,Type I diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E012,Insulin-dependent diabetes mellitus with renal compli,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108E11,Type I diabetes mellitus with hypoglycaemic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108211,Type I diabetes mellitus with neurological complicati,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108212,Type 1 diabetes mellitus with neurological complicati,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108712,Type 1 diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108B11,Type I diabetes mellitus with mononeuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,66At000,Type I diabetic dietary review,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EH11,Type I diabetes mellitus with arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108000,Insulin-dependent diabetes mellitus with renal compli,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E211,Type I diabetes mellitus with neurological complicati,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108111,Type I diabetes mellitus with ophthalmic complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E112,Insulin-dependent diabetes mellitus with ophthalmic c,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EF00,Type 1 diabetes mellitus with diabetic cataract,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E600,Type 1 diabetes mellitus with gangrene,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108100,Insulin-dependent diabetes mellitus with ophthalmic c,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108J11,Type I diabetes mellitus with neuropathic arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108A00,Insulin-dependent diabetes without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108700,Insulin dependent diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108512,Type 1 diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E812,Insulin dependent diabetes mellitus - poor control,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108G12,Type 1 diabetes mellitus with peripheral angiopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10ED11,Type I diabetes mellitus with nephropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EA11,Type I diabetes mellitus without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108E00,Insulin dependent diabetes mellitus with hypoglycaemi,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108511,Type I diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C106000,"Diabetes mellitus, juvenile, + neurological manifesta",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EJ00,Type 1 diabetes mellitus with neuropathic arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E111,Type I diabetes mellitus with ophthalmic complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E300,Type 1 diabetes mellitus with multiple complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EE11,Type I diabetes mellitus with hypoglycaemic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EP00,Type 1 diabetes mellitus with exudative maculopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10ED12,Insulin dependent diabetes mellitus with nephropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C105000,"Diabetes mellitus, juvenile type, + ophthalmic manife",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108112,Type 1 diabetes mellitus with ophthalmic complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10E400,Unstable type 1 diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10EB00,Type 1 diabetes mellitus with mononeuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C108012,Type 1 diabetes mellitus with renal complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109D11,Type II diabetes mellitus with hypoglycaemic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F700,Type 2 diabetes mellitus - poor control,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109712,Type 2 diabetes mellitus - poor control,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F000,Type 2 diabetes mellitus with renal complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,66A3.00,Diabetic on diet only,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109C00,Non-insulin dependent diabetes mellitus with nephropa,res67: Diabetes_Diagnostic_Code,diagnostic
Read,66At100,Type II diabetic dietary review,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109400,Non-insulin dependent diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FJ11,Insulin treated Type II diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F411,Type II diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,ZRB6.00,Diabetes wellbeing questionnaire,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109300,Non-insulin-dependent diabetes mellitus with multiple,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109100,Non-insulin-dependent diabetes mellitus with ophthalm,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109912,Type 2 diabetes mellitus without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109J11,Insulin treated non-insulin dependent diabetes mellit,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F711,Type II diabetes mellitus - poor control,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109B00,Non-insulin dependent diabetes mellitus with polyneur,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109111,Type II diabetes mellitus with ophthalmic complicatio,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109E12,Type 2 diabetes mellitus with diabetic cataract,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FA11,Type II diabetes mellitus with mononeuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F300,Type 2 diabetes mellitus with multiple complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FJ00,Insulin treated Type 2 diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109511,Type II diabetes mellitus with gangrene,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FR00,Type 2 diabetes mellitus with gastroparesis,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FK11,Hyperosmolar non-ketotic state in type II diabetes me,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FP00,Type 2 diabetes mellitus with ketoacidotic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C103100,"Diabetes mellitus, adult onset, with ketoacidotic com",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109.11,NIDDM - Non-insulin dependent diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,ZC2CA11,Dietary advice non-insulin-dependent diabetes,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109500,Non-insulin dependent diabetes mellitus with gangrene,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FK00,Hyperosmolar non-ketotic state in type 2 diabetes mel,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109211,Type II diabetes mellitus with neurological complicat,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109H11,Type II diabetes mellitus with neuropathic arthropath,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10N.00,Secondary diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109412,Type 2 diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109411,Type II diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C107100,"Diabetes mellitus, adult, + peripheral circulatory di",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109H12,Type 2 diabetes mellitus with neuropathic arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FE00,Type 2 diabetes mellitus with diabetic cataract,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FD00,Type 2 diabetes mellitus with hypoglycaemic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109612,Type 2 diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,L180600,"Pre-existing diabetes mellitus, non-insulin-dependent",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10y100,"Diabetes mellitus, adult, + other specified manifesta",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FQ11,Type II diabetes mellitus with exudative maculopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109J00,Insulin treated Type 2 diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109B12,Type 2 diabetes mellitus with polyneuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FH11,Type II diabetes mellitus with neuropathic arthropath,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109G12,Type 2 diabetes mellitus with arthropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10D.11,Maturity onset diabetes in youth type 2,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FQ00,Type 2 diabetes mellitus with exudative maculopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FB00,Type 2 diabetes mellitus with polyneuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109012,Type 2 diabetes mellitus with renal complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109600,Non-insulin-dependent diabetes mellitus with retinopa,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C101100,"Diabetes mellitus, adult onset, with ketoacidosis",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109B11,Type II diabetes mellitus with polyneuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109D00,Non-insulin dependent diabetes mellitus with hypoglyc,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C104.11,Diabetic nephropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109F12,Type 2 diabetes mellitus with peripheral angiopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F111,Type II diabetes mellitus with ophthalmic complicatio,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10G000,Secondary pancreatic diabetes mellitus without compli,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FC00,Type 2 diabetes mellitus with nephropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109.00,Non-insulin dependent diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FM00,Type 2 diabetes mellitus with persistent microalbumin,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F100,Type 2 diabetes mellitus with ophthalmic complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109711,Type II diabetes mellitus - poor control,res67: Diabetes_Diagnostic_Code,diagnostic
Read,66A4.00,Diabetic on oral treatment,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109512,Type 2 diabetes mellitus with gangrene,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109J12,Insulin treated Type II diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109D12,Type 2 diabetes mellitus with hypoglycaemic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109A11,Type II diabetes mellitus with mononeuropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,ZC2CA00,Dietary advice for type II diabetes,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C102100,"Diabetes mellitus, adult onset, with hyperosmolar com",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109112,Type 2 diabetes mellitus with ophthalmic complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,66Ao.00,Diabetes type 2 review,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FE11,Type II diabetes mellitus with diabetic cataract,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109900,Non-insulin-dependent diabetes mellitus without compl,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FP11,Type II diabetes mellitus with ketoacidotic coma,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C100100,"Diabetes mellitus, adult onset, no mention of complic",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FN00,Type 2 diabetes mellitus with ketoacidosis,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F400,Type 2 diabetes mellitus with ulcer,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109C11,Type II diabetes mellitus with nephropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FF11,Type II diabetes mellitus with peripheral angiopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F211,Type II diabetes mellitus with neurological complicat,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109.13,Type II diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10N000,Secondary diabetes mellitus without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FL00,Type 2 diabetes mellitus with persistent proteinuria,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C100112,Non-insulin dependent diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FR11,Type II diabetes mellitus with gastroparesis,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FC11,Type II diabetes mellitus with nephropathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109F00,Non-insulin-dependent d m with peripheral angiopath,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109000,Non-insulin-dependent diabetes mellitus with renal co,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F200,Type 2 diabetes mellitus with neurological complicati,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109E00,Non-insulin depend diabetes mellitus with diabetic ca,res67: Diabetes_Diagnostic_Code,diagnostic
Read,66At111,Type 2 diabetic dietary review,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10z100,"Diabetes mellitus, adult onset, + unspecified complic",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109.12,Type 2 diabetes mellitus,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109011,Type II diabetes mellitus with renal complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C100111,Maturity onset diabetes,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109312,Type 2 diabetes mellitus with multiple complications,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C106100,"Diabetes mellitus, adult onset, + neurological manife",res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109611,Type II diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F911,Type II diabetes mellitus without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F900,Type 2 diabetes mellitus without complication,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F611,Type II diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109A00,Non-insulin dependent diabetes mellitus with mononeur,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C107400,NIDDM with peripheral circulatory disorder,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C10F600,Type 2 diabetes mellitus with retinopathy,res67: Diabetes_Diagnostic_Code,diagnostic
Read,C109H00,Non-insulin dependent d m with neuropathic arthropath,res67: Diabetes_Diagnostic_Code,diagnostic
