Coding System (Read),Codes,Description,Entity type,Category
Read,Eu32.11,[X]Single episode of depressive reaction,res173: Depression (Read codes),diagnostic
Read,Eu32100,[X]Moderate depressive episode,res173: Depression (Read codes),diagnostic
Read,Eu32.00,[X]Depressive episode,res173: Depression (Read codes),diagnostic
Read,Eu3..00,[X]Mood - affective disorders,res173: Depression (Read codes),diagnostic
Read,Eu32099,Mild depression,res173: Depression (Read codes),diagnostic
Read,Eu32.12,[X]Single episode of psychogenic depression,res173: Depression (Read codes),diagnostic
Read,Eu32000,[X]Mild depressive episode,res173: Depression (Read codes),diagnostic
Read,Eu32.13,[X]Single episode of reactive depression,res173: Depression (Read codes),diagnostic
Read,Eu32211,[X]Single episode agitated depressn w'out psychotic symptoms,res173: Depression (Read codes),diagnostic
Read,Eu33.14,[X]Seasonal depressive disorder,res173: Depression (Read codes),diagnostic
Read,Eu32900,"Single major depressive episode, severe, with psychosis, psychosis in remission",res173: Depression (Read codes),diagnostic
Read,Eu32311,[X]Single episode of major depression and psychotic symptoms,res173: Depression (Read codes),diagnostic
Read,Eu32300,[X]Severe depressive episode with psychotic symptoms,res173: Depression (Read codes),diagnostic
Read,Eu32212,[X]Single episode major depression w'out psychotic symptoms,res173: Depression (Read codes),diagnostic
Read,Eu32299,Severe depression,res173: Depression (Read codes),diagnostic
Read,Eu32213,[X]Single episode vital depression w'out psychotic symptoms,res173: Depression (Read codes),diagnostic
Read,Eu32314,[X]Single episode of reactive depressive psychosis,res173: Depression (Read codes),diagnostic
Read,Eu32800,"[X]Major depression, severe with psychotic symptoms",res173: Depression (Read codes),diagnostic
Read,Eu32313,[X]Single episode of psychotic depression,res173: Depression (Read codes),diagnostic
Read,Eu32312,[X]Single episode of psychogenic depressive psychosis,res173: Depression (Read codes),diagnostic
Read,Eu32700,"[X]Major depression, severe without psychotic symptoms",res173: Depression (Read codes),diagnostic
Read,Eu32400,[X]Mild depression,res173: Depression (Read codes),diagnostic
Read,Eu32600,"[X]Major depression, moderately severe",res173: Depression (Read codes),diagnostic
Read,Eu32500,"[X]Major depression, mild",res173: Depression (Read codes),diagnostic
Read,Eu32A00,"Recurrent major depressive episodes, severe, with psychosis, psychosis in remission",res173: Depression (Read codes),diagnostic
Read,Eu33.13,[X]Recurrent episodes of reactive depression,res173: Depression (Read codes),diagnostic
Read,Eu32y12,[X]Single episode of masked depression NOS,res173: Depression (Read codes),diagnostic
Read,Eu32y11,[X]Atypical depression,res173: Depression (Read codes),diagnostic
Read,Eu32y00,[X]Other depressive episodes,res173: Depression (Read codes),diagnostic
Read,Eu32B00,[X]Antenatal depression,res173: Depression (Read codes),diagnostic
Read,Eu32z12,[X]Depressive disorder NOS,res173: Depression (Read codes),diagnostic
Read,Eu33.12,[X]Recurrent episodes of psychogenic depression,res173: Depression (Read codes),diagnostic
Read,Eu32z11,[X]Depression NOS,res173: Depression (Read codes),diagnostic
Read,Eu32z00,"[X]Depressive episode, unspecified",res173: Depression (Read codes),diagnostic
Read,Eu33.11,[X]Recurrent episodes of depressive reaction,res173: Depression (Read codes),diagnostic
Read,Eu32z13,[X]Prolonged single episode of reactive depression,res173: Depression (Read codes),diagnostic
Read,Eu33.00,[X]Recurrent depressive disorder,res173: Depression (Read codes),diagnostic
Read,Eu32z14,[X] Reactive depression NOS,res173: Depression (Read codes),diagnostic
Read,Eu33y00,[X]Other recurrent depressive disorders,res173: Depression (Read codes),diagnostic
Read,Eu33212,"[X]Major depression, recurrent without psychotic symptoms",res173: Depression (Read codes),diagnostic
Read,Eu33211,[X]Endogenous depression without psychotic symptoms,res173: Depression (Read codes),diagnostic
Read,Eu33200,[X]Recurr depress disorder cur epi severe without psyc sympt,res173: Depression (Read codes),diagnostic
Read,Eu33311,[X]Endogenous depression with psychotic symptoms,res173: Depression (Read codes),diagnostic
Read,Eu33400,"[X]Recurrent depressive disorder, currently in remission",res173: Depression (Read codes),diagnostic
Read,Eu33300,[X]Recurrent depress disorder cur epi severe with psyc symp,res173: Depression (Read codes),diagnostic
Read,Eu33214,"[X]Vital depression, recurrent without psychotic symptoms",res173: Depression (Read codes),diagnostic
Read,Eu33316,[X]Recurrent severe episodes/reactive depressive psychosis,res173: Depression (Read codes),diagnostic
Read,Eu33313,[X]Recurr severe episodes/major depression+psychotic symptom,res173: Depression (Read codes),diagnostic
Read,Eu33315,[X]Recurrent severe episodes of psychotic depression,res173: Depression (Read codes),diagnostic
Read,Eu33314,[X]Recurr severe episodes/psychogenic depressive psychosis,res173: Depression (Read codes),diagnostic
Read,Eu33z11,[X]Monopolar depression NOS,res173: Depression (Read codes),diagnostic
Read,Eu41200,[X]Mixed anxiety and depressive disorder,res173: Depression (Read codes),diagnostic
Read,Eu33z00,"[X]Recurrent depressive disorder, unspecified",res173: Depression (Read codes),diagnostic
Read,Eu3y111,[X]Recurrent brief depressive episodes,res173: Depression (Read codes),diagnostic
Read,Eu34111,[X]Depressive neurosis,res173: Depression (Read codes),diagnostic
Read,Eu34114,[X]Persistant anxiety depression,res173: Depression (Read codes),diagnostic
Read,Eu34113,[X]Neurotic depression,res173: Depression (Read codes),diagnostic
Read,Eu53012,[X]Postpartum depression NOS,res173: Depression (Read codes),diagnostic
Read,Eu53011,[X]Postnatal depression NOS,res173: Depression (Read codes),diagnostic
Read,Eu41211,[X]Mild anxiety depression,res173: Depression (Read codes),diagnostic
Read,R007z13,[D]Postoperative depression,res173: Depression (Read codes),diagnostic
