Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,Eu60200,[X]Dissocial personality disorder,res69: person_disorder,diagnostic
Read,Eu60211,[X]Amoral personality disorder,res69: person_disorder,diagnostic
Read,Eu60212,[X]Antisocial personality disorder,res69: person_disorder,diagnostic
Read,Eu60213,[X]Asocial personality disorder,res69: person_disorder,diagnostic
Read,Eu60214,[X]Psychopathic personality disorder,res69: person_disorder,diagnostic
Read,Eu60215,[X]Sociopathic personality disorder,res69: person_disorder,diagnostic
Read,Eu60300,[X]Emotionally unstable personality disorder,res69: person_disorder,diagnostic
Read,Eu60311,[X]Aggressive personality disorder,res69: person_disorder,diagnostic
Read,Eu60312,[X]Borderline personality disorder,res69: person_disorder,diagnostic
Read,Eu60313,[X]Explosive personality disorder,res69: person_disorder,diagnostic
Read,Eu60400,[X]Histrionic personality disorder,res69: person_disorder,diagnostic
Read,Eu60411,[X]Hysterical personality disorder,res69: person_disorder,diagnostic
Read,Eu60412,[X]Psychoinfantile personality disorder,res69: person_disorder,diagnostic
Read,Eu60500,[X]Anankastic personality disorder,res69: person_disorder,diagnostic
Read,Eu60511,[X]Compulsive personality disorder,res69: person_disorder,diagnostic
Read,Eu60512,[X]Obsessional personality disorder,res69: person_disorder,diagnostic
Read,Eu60513,[X]Obsessive-compulsive personality disorder,res69: person_disorder,diagnostic
Read,Eu60600,[x]anxious [avoidant] personality disorder,res69: person_disorder,diagnostic
Read,Eu60700,[X]Dependent personality disorder,res69: person_disorder,diagnostic
Read,Eu60711,[X]Asthenic personality disorder,res69: person_disorder,diagnostic
Read,Eu60712,[X]Inadequate personality disorder,res69: person_disorder,diagnostic
Read,Eu60713,[X]Passive personality disorder,res69: person_disorder,diagnostic
Read,Eu60714,[X]Self defeating personality disorder,res69: person_disorder,diagnostic
Read,Eu60800,[X]Addictive personality,res69: person_disorder,diagnostic
Read,Eu60y00,[X]Other specific personality disorders,res69: person_disorder,diagnostic
Read,Eu60y11,[X]Eccentric personality disorder,res69: person_disorder,diagnostic
Read,Eu60y12,[X]Haltlose type personality disorder,res69: person_disorder,diagnostic
Read,Eu60y13,[X]Immature personality disorder,res69: person_disorder,diagnostic
Read,Eu60y14,[X]Narcissistic personality disorder,res69: person_disorder,diagnostic
Read,Eu60y16,[X]Psychoneurotic personality disorder,res69: person_disorder,diagnostic
Read,Eu60z00,[X]Personality disorder; unspecified,res69: person_disorder,diagnostic
Read,Eu60z11,[X]Character neurosis NOS,res69: person_disorder,diagnostic
Read,Eu60z12,[X]Pathological personality NOS,res69: person_disorder,diagnostic
Read,Eu61.00,[X]Mixed and other personality disorders,res69: person_disorder,diagnostic
Read,Eu84511,[x]autistic psychopathy,res69: person_disorder,diagnostic
