Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,E260100,Psychogenic torticollis,res69: anxiety,diagnostic
Read,E260z00,Psychogenic musculoskeletal symptoms NOS,res69: anxiety,diagnostic
Read,E261.00,Psychogenic respiratory symptoms,res69: anxiety,diagnostic
Read,E261000,Psychogenic air hunger,res69: anxiety,diagnostic
Read,E261100,Psychogenic cough,res69: anxiety,diagnostic
Read,E261200,Psychogenic hiccough,res69: anxiety,diagnostic
Read,E261400,Psychogenic yawning,res69: anxiety,diagnostic
Read,E261500,Psychogenic aphonia,res69: anxiety,diagnostic
Read,E261z00,Psychogenic respiratory symptom NOS,res69: anxiety,diagnostic
Read,E262.00,Psychogenic cardiovascular symptoms,res69: anxiety,diagnostic
Read,E262000,Cardiac neurosis,res69: anxiety,diagnostic
Read,E262200,Neurocirculatory asthenia,res69: anxiety,diagnostic
Read,E262300,Psychogenic cardiovascular disorder,res69: anxiety,diagnostic
Read,E262z00,Psychogenic cardiovascular symptom NOS,res69: anxiety,diagnostic
Read,E263.00,Psychogenic skin symptoms,res69: anxiety,diagnostic
Read,E263000,Psychogenic pruritus,res69: anxiety,diagnostic
Read,E263z00,Psychogenic skin symptoms NOS,res69: anxiety,diagnostic
Read,E264.00,Psychogenic gastrointestinal tract symptoms,res69: anxiety,diagnostic
Read,E264.11,Globus abdominalis,res69: anxiety,diagnostic
Read,E264000,Psychogenic aerophagy,res69: anxiety,diagnostic
Read,E264011,Air swallowing - excessive,res69: anxiety,diagnostic
Read,E264200,Cyclical vomiting - psychogenic,res69: anxiety,diagnostic
Read,E264300,Psychogenic diarrhoea,res69: anxiety,diagnostic
Read,E264400,Psychogenic dyspepsia,res69: anxiety,diagnostic
Read,E264500,Psychogenic constipation,res69: anxiety,diagnostic
Read,E264z00,Psychogenic gastrointestinal tract symptom NOS,res69: anxiety,diagnostic
Read,E265.00,Psychogenic genitourinary tract symptoms,res69: anxiety,diagnostic
Read,E265100,Psychogenic vaginismus,res69: anxiety,diagnostic
Read,E265200,Psychogenic dysmenorrhea,res69: anxiety,diagnostic
Read,E265300,Psychogenic dysuria,res69: anxiety,diagnostic
Read,E267.00,Psychogenic symptom of special sense organ,res69: anxiety,diagnostic
Read,E26y.00,Other psychogenic malfunction,res69: anxiety,diagnostic
Read,E26y000,Bruxism (teeth grinding),res69: anxiety,diagnostic
Read,E26yz00,Other psychogenic malfunction NOS,res69: anxiety,diagnostic
Read,E26z.00,Psychosomatic disorder NOS,res69: anxiety,diagnostic
Read,E278.00,Psychalgia,res69: anxiety,diagnostic
Read,E278000,Psychogenic pain unspecified,res69: anxiety,diagnostic
Read,E278100,Tension headache,res69: anxiety,diagnostic
Read,E278111,Muscular headache,res69: anxiety,diagnostic
Read,E278200,Psychogenic backache,res69: anxiety,diagnostic
Read,E278z00,Psychalgia NOS,res69: anxiety,diagnostic
Read,E28..11,Combat fatigue,res69: anxiety,diagnostic
Read,E281.00,Acute fugue state due to acute stress reaction,res69: anxiety,diagnostic
Read,E282.00,Acute stupor state due to acute stress reaction,res69: anxiety,diagnostic
Read,E283.00,Other acute stress reactions,res69: anxiety,diagnostic
Read,E284.00,Stress reaction causing mixed distrurbance of emotion/conduct,res69: anxiety,diagnostic
Read,E283000,Acute situational disturbance,res69: anxiety,diagnostic
Read,E283100,Acute posttrauma stress state,res69: anxiety,diagnostic
Read,E283z00,Other acute stress reaction NOS,res69: anxiety,diagnostic
Read,E28z.00,Acute stress reaction NOS,res69: anxiety,diagnostic
Read,E28z.11,Examination fear,res69: anxiety,diagnostic
Read,E28z.12,Flying phobia,res69: anxiety,diagnostic
Read,E28z.13,Stage fright,res69: anxiety,diagnostic
Read,E29..00,Adjustment reaction,res69: anxiety,diagnostic
Read,E290000,Grief reaction,res69: anxiety,diagnostic
Read,E290011,Bereavement reaction,res69: anxiety,diagnostic
Read,E292100,Adolescent emancipation disorder,res69: anxiety,diagnostic
Read,E292200,Early adult emancipation disorder,res69: anxiety,diagnostic
Read,E292300,Specific academic or work inhibition,res69: anxiety,diagnostic
Read,E292312,Specific work inhibition,res69: anxiety,diagnostic
Read,E292400,Adjustment reaction with anxious mood,res69: anxiety,diagnostic
Read,E292500,Culture shock,res69: anxiety,diagnostic
Read,E292y00,Adjustment reaction with mixed disturbance of emotion,res69: anxiety,diagnostic
Read,E292z00,Adjustment reaction with disturbance of other emotion NOS,res69: anxiety,diagnostic
Read,E293000,Adjustment reaction with aggression,res69: anxiety,diagnostic
Read,E293100,Adjustment reaction with antisocial behaviour,res69: anxiety,diagnostic
Read,E293200,Adjustment reaction with destructiveness,res69: anxiety,diagnostic
Read,E294.00,Adjustment reaction with disturbance emotion and conduct,res69: anxiety,diagnostic
Read,E29y.00,Other adjustment reactions,res69: anxiety,diagnostic
Read,E29y000,Concentration camp syndrome,res69: anxiety,diagnostic
Read,E29y100,Other post-traumatic stress disorder,res69: anxiety,diagnostic
Read,E29y200,Adjustment reaction with physical symptoms,res69: anxiety,diagnostic
Read,E29y300,Elective mutism due to an adjustment reaction,res69: anxiety,diagnostic
Read,E29y400,Adjustment reaction due to hospitalisation,res69: anxiety,diagnostic
Read,E29y500,Other adjustment reaction with withdrawal,res69: anxiety,diagnostic
Read,E29yz00,Other adjustment reactions NOS,res69: anxiety,diagnostic
Read,E29z.00,Adjustment reaction NOS,res69: anxiety,diagnostic
Read,E2z..00,Neuroses or other mental disorder NOS,res69: anxiety,diagnostic
Read,Eu05400,[X]Organic anxiety disorder,res69: anxiety,diagnostic
Read,Eu4..00,"[X]Neurotic, stress - related and somoform disorders",res69: anxiety,diagnostic
Read,Eu40000,[X]Agoraphobia,res69: anxiety,diagnostic
Read,Eu40011,[X]Agoraphobia without history of panic disorder,res69: anxiety,diagnostic
Read,Eu40100,[X]Social phobias,res69: anxiety,diagnostic
Read,Eu40112,[X]Social neurosis,res69: anxiety,diagnostic
Read,Eu40200,[X]Specific (isolated) phobias,res69: anxiety,diagnostic
Read,Eu40211,[X]Acrophobia,res69: anxiety,diagnostic
Read,Eu40212,[X]Animal phobias,res69: anxiety,diagnostic
Read,Eu40213,[X]Claustrophobia,res69: anxiety,diagnostic
Read,Eu40214,[X]Simple phobia,res69: anxiety,diagnostic
Read,Eu40300,[X]Needle phobia,res69: anxiety,diagnostic
Read,Eu40z11,[X]Phobia NOS,res69: anxiety,diagnostic
Read,Eu40z12,[X]Phobic state NOS,res69: anxiety,diagnostic
Read,Eu43.00,"[X]Reaction to severe stress, and adjustment disorders",res69: anxiety,diagnostic
Read,Eu43000,[X]Acute stress reaction,res69: anxiety,diagnostic
Read,Eu43011,[X]Acute crisis reaction,res69: anxiety,diagnostic
Read,Eu43012,[X]Acute reaction to stress,res69: anxiety,diagnostic
Read,Eu43013,[X]Combat fatigue,res69: anxiety,diagnostic
Read,Eu43014,[X]Crisis state,res69: anxiety,diagnostic
Read,Eu43015,[X]Psychic shock,res69: anxiety,diagnostic
Read,Eu43100,[X]Post - traumatic stress disorder,res69: anxiety,diagnostic
Read,Eu43111,[X]Traumatic neurosis,res69: anxiety,diagnostic
Read,Eu43200,[X]Adjustment disorders,res69: anxiety,diagnostic
Read,Eu43211,[X]Culture shock,res69: anxiety,diagnostic
Read,Eu43212,[X]Grief reaction,res69: anxiety,diagnostic
Read,Eu43213,[X]Hospitalism in children,res69: anxiety,diagnostic
Read,Eu43400,[X]Chron post-traumatic stress disorder follow military comb,res69: anxiety,diagnostic
Read,Eu43y00,[X]Other reactions to severe stress,res69: anxiety,diagnostic
Read,Eu43z00,"[X]Reaction to severe stress, unspecified",res69: anxiety,diagnostic
Read,Eu44.00,[X]Dissociative [conversion] disorders,res69: anxiety,diagnostic
Read,Eu44.11,[X]Conversion hysteria,res69: anxiety,diagnostic
Read,Eu44.12,[X]Conversion reaction,res69: anxiety,diagnostic
Read,Eu44.13,[X]Hysteria,res69: anxiety,diagnostic
Read,Eu44000,[X]Dissociative amnesia,res69: anxiety,diagnostic
Read,Eu44100,[X]Dissociative fugue,res69: anxiety,diagnostic
Read,Eu44200,[X]Dissociative stupor,res69: anxiety,diagnostic
Read,Eu44300,[X]Trance and possession disorders,res69: anxiety,diagnostic
Read,Eu44400,[X]Dissociative motor disorders,res69: anxiety,diagnostic
Read,Eu44411,[X]Psychogenic aphonia,res69: anxiety,diagnostic
Read,Eu44412,[X]Psychogenic dysphonia,res69: anxiety,diagnostic
Read,Eu44500,[X]Dissociative convulsions,res69: anxiety,diagnostic
Read,Eu44511,[X]Pseudoseizures,res69: anxiety,diagnostic
Read,Eu44600,[X]Dissociative anaesthesia and sensory loss,res69: anxiety,diagnostic
Read,Eu44611,[X]Psychogenic deafness,res69: anxiety,diagnostic
Read,Eu44700,[X]Mixed dissociative [conversion] disorders,res69: anxiety,diagnostic
Read,Eu44y00,[X]Other dissociative [conversion] disorders,res69: anxiety,diagnostic
Read,Eu44y11,[X]Ganser's syndrome,res69: anxiety,diagnostic
Read,Eu44y12,[X]Multiple personality,res69: anxiety,diagnostic
Read,Eu44y13,[X]Psychogenic confusion,res69: anxiety,diagnostic
Read,Eu44y14,[X]Psychogenic twilight state,res69: anxiety,diagnostic
Read,Eu44z00,"[X]Dissociative [conversion] disorder, unspecified",res69: anxiety,diagnostic
Read,Eu45.00,[X]Somatoform disorders,res69: anxiety,diagnostic
Read,Eu45000,[X]Somatization disorder,res69: anxiety,diagnostic
Read,Eu45011,[X]Multiple psychosomatic disorder,res69: anxiety,diagnostic
Read,Eu45012,[X]Briquet's syndrome,res69: anxiety,diagnostic
Read,Eu45100,[X]Undifferentiated somatoform disorder,res69: anxiety,diagnostic
Read,Eu45111,[X]Undifferentiated psychosomatic disorder,res69: anxiety,diagnostic
Read,Eu45200,[X]Hypochondriacal disorder,res69: anxiety,diagnostic
Read,Eu45211,[X]Body dysmorphic disorder,res69: anxiety,diagnostic
Read,Eu45212,[X]Dysmorphophobia nondelusional,res69: anxiety,diagnostic
Read,Eu45213,[X]Hypochondriacal neurosis,res69: anxiety,diagnostic
Read,Eu45214,[X]Hypochondriasis,res69: anxiety,diagnostic
Read,Eu45215,[X]Nosophobia,res69: anxiety,diagnostic
Read,Eu45300,[X]Somatoform autonomic dysfunction,res69: anxiety,diagnostic
Read,Eu45311,[X]Cardiac neurosis,res69: anxiety,diagnostic
Read,Eu45312,[X]Da Costa's syndrome,res69: anxiety,diagnostic
Read,Eu45313,[X]Gastric neurosis,res69: anxiety,diagnostic
Read,Eu45314,[X]Neurocirculatory asthenia,res69: anxiety,diagnostic
Read,Eu45316,[X]Psychogenic cough,res69: anxiety,diagnostic
Read,Eu45317,[X]Psychogenic diarrhoea,res69: anxiety,diagnostic
Read,Eu45318,[X]Psychogenic dyspepsia,res69: anxiety,diagnostic
Read,Eu45319,[X]Psychogenic dysuria,res69: anxiety,diagnostic
Read,Eu45320,[X]Psychogenic flatulence,res69: anxiety,diagnostic
Read,Eu45321,[X]Psychogenic hiccough,res69: anxiety,diagnostic
Read,Eu45323,[X]Psychogenic freq micturit,res69: anxiety,diagnostic
Read,Eu45324,[X]Psychogenic IBS,res69: anxiety,diagnostic
Read,Eu45325,[X]Psychogenic pylorospasm,res69: anxiety,diagnostic
Read,Eu45400,[X]Persistent somatoform pain disorder,res69: anxiety,diagnostic
Read,Eu45411,[X]Psychalgia,res69: anxiety,diagnostic
Read,Eu45412,[X]Psychogenic backache,res69: anxiety,diagnostic
Read,Eu45413,[X]Psychogenic headache,res69: anxiety,diagnostic
Read,Eu45414,[X]Somatoform pain disorder,res69: anxiety,diagnostic
Read,Eu45500,[X]Globus pharyngeus,res69: anxiety,diagnostic
Read,Eu45511,[X]Globus hystericus,res69: anxiety,diagnostic
Read,Eu45y00,[X]Other somatoform disorders,res69: anxiety,diagnostic
Read,Eu45y11,[X]Psychogenic dysmenorrhoea,res69: anxiety,diagnostic
Read,Eu45y12,[X]Globus hystericus,res69: anxiety,diagnostic
Read,Eu45y13,[X]Psychogenic pruritis,res69: anxiety,diagnostic
Read,Eu45y14,[X]Psychogenic torticollis,res69: anxiety,diagnostic
Read,Eu45y15,[X]Teeth-grinding,res69: anxiety,diagnostic
Read,Eu45z00,"[X]Somatoform disorder, unspecified",res69: anxiety,diagnostic
Read,Eu45z11,[X]Psychosomatic disorder NOS,res69: anxiety,diagnostic
Read,Eu46.00,[X]Other neurotic disorders,res69: anxiety,diagnostic
Read,Eu46000,[X]Neurasthenia,res69: anxiety,diagnostic
Read,Eu46011,[X]Fatigue syndrome,res69: anxiety,diagnostic
Read,Eu46y00,[X]Other specified neurotic disorders,res69: anxiety,diagnostic
Read,Eu46y11,[X]Briquet's disorder,res69: anxiety,diagnostic
Read,Eu46y12,[X]Dhat syndrome,res69: anxiety,diagnostic
Read,Eu46y13,"[X]Occupational neurosis, including writer's cramp",res69: anxiety,diagnostic
Read,Eu46y14,[X]Psychasthenia,res69: anxiety,diagnostic
Read,Eu46y15,[X]Psychasthenia neurosis,res69: anxiety,diagnostic
Read,Eu46y16,[X]Psychogenic syncope,res69: anxiety,diagnostic
Read,Eu46z00,"[X]Neurotic disorder, unspecified",res69: anxiety,diagnostic
Read,Eu46z11,[X]Neurosis NOS,res69: anxiety,diagnostic
Read,Eu51511,[X]Dream anxiety disorder,res69: anxiety,diagnostic
Read,ZS7C700,Post-traumatic mutism,res69: anxiety,diagnostic
