Coding System (SNOMED),Codes,Description,Entity type,Category
SNOMED,443961001,Malignant adenomatous neoplasm,res174: cancer comorbidities,diagnostic
SNOMED,443439001,Malignant fibrous histiocytoma,res174: cancer comorbidities,diagnostic
SNOMED,443250000,Malignant fibromatous neoplasm,res174: cancer comorbidities,diagnostic
SNOMED,254849005,Malignant epithelial tumour of ovary,res174: cancer comorbidities,diagnostic
SNOMED,363358000,Malignant tumour of lung,res174: cancer comorbidities,diagnostic
SNOMED,363346000,Malignant neoplastic disease,res174: cancer comorbidities,diagnostic
SNOMED,93870000,Malignant neoplasm of liver,res174: cancer comorbidities,diagnostic
SNOMED,428905002,Malignant neoplasm of gastrointestinal tract,res174: cancer comorbidities,diagnostic
SNOMED,363429002,Malignant tumour of larynx,res174: cancer comorbidities,diagnostic
SNOMED,254837009,Malignant tumour of breast,res174: cancer comorbidities,diagnostic
SNOMED,363449006,Malignant tumor of testis,res174: cancer comorbidities,diagnostic
SNOMED,363443007,Malignant tumor of ovary,res174: cancer comorbidities,diagnostic
SNOMED,363406005,Malignant tumour of colon,res174: cancer comorbidities,diagnostic
SNOMED,363518003,Malignant tumour of kidney,res174: cancer comorbidities,diagnostic
SNOMED,363508008,Malignant tumour of intestine,res174: cancer comorbidities,diagnostic
SNOMED,363403002,Malignant tumour of duodenum,res174: cancer comorbidities,diagnostic
SNOMED,403202002,Multiple actinic keratoses,res174: cancer comorbidities,diagnostic
SNOMED,363418001,Malignant tumour of pancreas,res174: cancer comorbidities,diagnostic
SNOMED,363402007,Malignant tumour of oesophagus,res174: cancer comorbidities,diagnostic
SNOMED,255029007,Papillary thyroid carcinoma,res174: cancer comorbidities,diagnostic
SNOMED,363349007,Malignant tumour of stomach,res174: cancer comorbidities,diagnostic
SNOMED,363492001,Malignant tumour of peritoneum,res174: cancer comorbidities,diagnostic
SNOMED,363351006,Malignant tumour of rectum,res174: cancer comorbidities,diagnostic
SNOMED,399068003,Malignant tumour of prostate,res174: cancer comorbidities,diagnostic
SNOMED,363507003,Malignant tumour of pharynx,res174: cancer comorbidities,diagnostic
SNOMED,443487006,Mantle cell lymphoma,res174: cancer comorbidities,diagnostic
SNOMED,404062002,Multiple lipomata,res174: cancer comorbidities,diagnostic
SNOMED,253010003,Microprolactinoma,res174: cancer comorbidities,diagnostic
SNOMED,399326009,Malignant tumour of urinary bladder,res174: cancer comorbidities,diagnostic
SNOMED,363478007,Malignant tumour of thyroid gland,res174: cancer comorbidities,diagnostic
SNOMED,443333004,Medulloblastoma,res174: cancer comorbidities,diagnostic
SNOMED,443493003,Metastatic malignant melanoma,res174: cancer comorbidities,diagnostic
SNOMED,62064005,"Mesothelioma, malignant",res174: cancer comorbidities,diagnostic
SNOMED,5052009,Merkel cell carcinoma,res174: cancer comorbidities,diagnostic
SNOMED,403946000,Paget's disease of nipple,res174: cancer comorbidities,diagnostic
SNOMED,126926005,Neoplasm of breast,res174: cancer comorbidities,diagnostic
SNOMED,109995007,Myelodysplastic syndrome (clinical),res174: cancer comorbidities,diagnostic
SNOMED,127024001,Neoplasm of pituitary gland,res174: cancer comorbidities,diagnostic
SNOMED,445738007,Myelodysplastic/myeloproliferative disease,res174: cancer comorbidities,diagnostic
SNOMED,126885006,Neoplasm of bladder,res174: cancer comorbidities,diagnostic
SNOMED,127021009,Neoplasm of adrenal gland,res174: cancer comorbidities,diagnostic
SNOMED,449248000,Nasopharyngeal carcinoma,res174: cancer comorbidities,diagnostic
SNOMED,371486001,Neoplasm of eye proper,res174: cancer comorbidities,diagnostic
SNOMED,127020005,Neoplasm of parathyroid gland,res174: cancer comorbidities,diagnostic
SNOMED,126838000,Neoplasm of colon,res174: cancer comorbidities,diagnostic
SNOMED,126951006,Neoplasm of central nervous system,res174: cancer comorbidities,diagnostic
SNOMED,126880001,Neoplasm of kidney,res174: cancer comorbidities,diagnostic
SNOMED,123843001,Neoplasm of ovary,res174: cancer comorbidities,diagnostic
SNOMED,126713003,Neoplasm of lung,res174: cancer comorbidities,diagnostic
SNOMED,126851005,Neoplasm of liver,res174: cancer comorbidities,diagnostic
SNOMED,126921000,Neoplasm of vagina,res174: cancer comorbidities,diagnostic
SNOMED,126962006,Neoplasm of spinal cord,res174: cancer comorbidities,diagnostic
SNOMED,126488004,Neoplasm of skin,res174: cancer comorbidities,diagnostic
SNOMED,443936004,Oligodendroglioma,res174: cancer comorbidities,diagnostic
SNOMED,126824007,Neoplasm of stomach,res174: cancer comorbidities,diagnostic
SNOMED,123841004,Neoplasm of uterine cervix,res174: cancer comorbidities,diagnostic
SNOMED,127018007,Neoplasm of thyroid gland,res174: cancer comorbidities,diagnostic
SNOMED,127231009,Neoplasm of thymus,res174: cancer comorbidities,diagnostic
SNOMED,83270006,Neoplastic pleural effusion,res174: cancer comorbidities,diagnostic
SNOMED,254637007,Non-small cell lung cancer,res174: cancer comorbidities,diagnostic
SNOMED,55342001,Neoplastic disease,res174: cancer comorbidities,diagnostic
SNOMED,86049000,"Neoplasm, malignant (primary)",res174: cancer comorbidities,diagnostic
SNOMED,302849000,Nephroblastoma,res174: cancer comorbidities,diagnostic
SNOMED,118601006,Non-Hodgkin's lymphoma (clinical),res174: cancer comorbidities,diagnostic
SNOMED,128929007,Non-Hodgkin lymphoma - category,res174: cancer comorbidities,diagnostic
SNOMED,255046005,Neuroendocrine tumour,res174: cancer comorbidities,diagnostic
SNOMED,94245002,Secondary malignant neoplasm of cerebellum,res174: cancer comorbidities,diagnostic
SNOMED,255109008,Transitional cell carcinoma of bladder,res174: cancer comorbidities,diagnostic
SNOMED,128822004,Precursor cell lymphoblastic leukaemia,res174: cancer comorbidities,diagnostic
SNOMED,128474007,Parathyroid adenoma,res174: cancer comorbidities,diagnostic
SNOMED,254963000,Pituitary microadenoma,res174: cancer comorbidities,diagnostic
SNOMED,254965007,Pituitary macroadenoma,res174: cancer comorbidities,diagnostic
SNOMED,254956000,Pituitary adenoma,res174: cancer comorbidities,diagnostic
SNOMED,93781006,Primary malignant neoplasm of endometrium,res174: cancer comorbidities,diagnostic
SNOMED,94225005,Secondary malignant neoplasm of brain,res174: cancer comorbidities,diagnostic
SNOMED,400122007,Primary cutaneous T-cell lymphoma,res174: cancer comorbidities,diagnostic
SNOMED,1651000119109,Primary adenocarcinoma of pancreas,res174: cancer comorbidities,diagnostic
SNOMED,94006002,Primary malignant neoplasm of sigmoid colon,res174: cancer comorbidities,diagnostic
SNOMED,94222008,Secondary malignant neoplasm of bone,res174: cancer comorbidities,diagnostic
SNOMED,254877001,Sarcoma of uterus,res174: cancer comorbidities,diagnostic
SNOMED,41607009,Renal cell carcinoma,res174: cancer comorbidities,diagnostic
SNOMED,65692009,spindle cell carcinoma,res174: cancer comorbidities,diagnostic
SNOMED,94381002,Secondary malignant neoplasm of liver,res174: cancer comorbidities,diagnostic
SNOMED,94248000,Secondary malignant neoplasm of cerebrum,res174: cancer comorbidities,diagnostic
SNOMED,27090000,Transitional cell carcinoma,res174: cancer comorbidities,diagnostic
SNOMED,94391008,Secondary malignant neoplasm of lung,res174: cancer comorbidities,diagnostic
SNOMED,254632001,Small cell carcinoma of lung,res174: cancer comorbidities,diagnostic
SNOMED,443675005,Seminoma,res174: cancer comorbidities,diagnostic
SNOMED,128462008,Secondary malignant neoplastic disease,res174: cancer comorbidities,diagnostic
SNOMED,254634000,Squamous cell carcinoma of lung,res174: cancer comorbidities,diagnostic
SNOMED,255034006,Thyroid follicular adenoma,res174: cancer comorbidities,diagnostic
SNOMED,254622008,Squamous cell carcinoma of bronchus,res174: cancer comorbidities,diagnostic
SNOMED,255084004,Squamous cell carcinoma of anal margin,res174: cancer comorbidities,diagnostic
SNOMED,448930008,Squamous cell carcinoma of nose,res174: cancer comorbidities,diagnostic
SNOMED,109978004,T-cell lymphoma (clinical),res174: cancer comorbidities,diagnostic
SNOMED,369850009,T1b: Tumour involves both vocal cords,res174: cancer comorbidities,diagnostic
SNOMED,302828001,Syringoma,res174: cancer comorbidities,diagnostic
SNOMED,386792000,Transurethral resection of bladder neoplasm,res174: cancer comorbidities,diagnostic
SNOMED,312823001,Villous adenoma of rectum,res174: cancer comorbidities,diagnostic
SNOMED,413839001,Chronic lung disease,res174: cancer comorbidities,diagnostic
SNOMED,1761000119103,Chronic obstructive airway disease with asthma,res174: cancer comorbidities,diagnostic
SNOMED,14537002,Hodgkin lymphoma,res174: cancer comorbidities,diagnostic
